InputID,Traveller_ID,activity,Traveller_Country,City,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
10006,6,Beach_Water_Sports,"United Arab Emirates","Arugam Bay",Beaches,2019,6,June,5,positive
10006,6,wildlife_nature,"United Arab Emirates","Arugam Bay",Beaches,2019,6,June,5,positive
10006,6,Relaxing,"United Arab Emirates","Arugam Bay",Beaches,2019,6,June,5,positive
30202,201,Beach_Water_Sports,"United Kingdom",Bentota,Beaches,2019,11,November,4,positive
30202,201,Relaxing,"United Kingdom",Bentota,Beaches,2019,11,November,4,positive
30510,502,Beach_Water_Sports,"United Kingdom",Hikkaduwa,Beaches,2019,2,February,3,positive
30510,502,Hiking_climbing,"United Kingdom",Hikkaduwa,Beaches,2019,2,February,3,positive
30519,511,Beach_Water_Sports,Australia,Hikkaduwa,Beaches,2018,10,October,5,positive
30522,513,Beach_Water_Sports,"United Kingdom",Hikkaduwa,Beaches,2018,10,October,1,positive
30522,513,wildlife_nature,"United Kingdom",Hikkaduwa,Beaches,2018,10,October,1,positive
30522,513,Hiking_climbing,"United Kingdom",Hikkaduwa,Beaches,2018,10,October,1,positive
30522,513,Relaxing,"United Kingdom",Hikkaduwa,Beaches,2018,10,October,1,positive
30583,573,Beach_Water_Sports,Turkey,Hikkaduwa,Beaches,2018,12,December,1,positive
30583,573,wildlife_nature,Turkey,Hikkaduwa,Beaches,2018,12,December,1,positive
30735,719,Beach_Water_Sports,"United Kingdom",Unawatuna,Beaches,2019,1,January,3,positive
30751,734,Beach_Water_Sports,Australia,Unawatuna,Beaches,2019,10,October,5,positive
30751,734,wildlife_nature,Australia,Unawatuna,Beaches,2019,10,October,5,positive
30805,785,Beach_Water_Sports,Australia,Unawatuna,Beaches,2019,9,September,1,negative
30805,785,wildlife_nature,Australia,Unawatuna,Beaches,2019,9,September,1,negative
30823,801,Beach_Water_Sports,Spain,Kalutara,Beaches,2020,2,February,4,positive
30823,801,wildlife_nature,Spain,Kalutara,Beaches,2020,2,February,4,positive
30838,815,Beach_Water_Sports,"United Kingdom",Kalutara,Beaches,2019,3,March,2,positive
30838,815,Relaxing,"United Kingdom",Kalutara,Beaches,2019,3,March,2,positive
30899,875,Beach_Water_Sports,"United Kingdom",Kalutara,Beaches,2017,5,May,4,positive
30943,918,Beach_Water_Sports,"United Kingdom",Kalutara,Beaches,2017,4,April,2,positive
30961,936,Beach_Water_Sports,"United Kingdom",Kalutara,Beaches,2016,8,August,5,positive
30961,936,Hiking_climbing,"United Kingdom",Kalutara,Beaches,2016,8,August,5,positive
41026,1001,Beach_Water_Sports,Australia,Kalutara,Beaches,2016,10,October,4,positive
41130,1100,Beach_Water_Sports,"United Kingdom",Trincomalee,Beaches,2015,8,August,3,positive
41140,1110,Beach_Water_Sports,"United States",Trincomalee,Beaches,2013,5,May,1,positive
41140,1110,Relaxing,"United States",Trincomalee,Beaches,2013,5,May,1,positive
41145,1115,Beach_Water_Sports,"United States",Trincomalee,Beaches,2013,6,June,5,positive
41145,1115,Hiking_climbing,"United States",Trincomalee,Beaches,2013,6,June,5,positive
41145,1115,Relaxing,"United States",Trincomalee,Beaches,2013,6,June,5,positive
41179,1148,Beach_Water_Sports,India,Mirissa,Beaches,2021,12,December,5,positive
41181,1150,Beach_Water_Sports,India,Mirissa,Beaches,2021,12,December,5,positive
41181,1150,Hiking_climbing,India,Mirissa,Beaches,2021,12,December,5,positive
41189,1157,Beach_Water_Sports,Spain,Mirissa,Beaches,2023,3,March,5,positive
41189,1157,Relaxing,Spain,Mirissa,Beaches,2023,3,March,5,positive
41220,1184,Beach_Water_Sports,"United Kingdom",Mirissa,Beaches,2020,1,January,5,positive
41220,1184,wildlife_nature,"United Kingdom",Mirissa,Beaches,2020,1,January,5,positive
41220,1184,Hiking_climbing,"United Kingdom",Mirissa,Beaches,2020,1,January,5,positive
41220,1184,Relaxing,"United Kingdom",Mirissa,Beaches,2020,1,January,5,positive
41246,1206,Beach_Water_Sports,"United States",Mirissa,Beaches,2019,4,April,4,positive
41246,1206,Relaxing,"United States",Mirissa,Beaches,2019,4,April,4,positive
41278,1232,Beach_Water_Sports,Romania,Mirissa,Beaches,2019,3,March,5,positive
41278,1232,wildlife_nature,Romania,Mirissa,Beaches,2019,3,March,5,positive
41450,1384,Beach_Water_Sports,"Saudi Arabia",Colombo,Beaches,2017,10,October,5,positive
41450,1384,Hiking_climbing,"Saudi Arabia",Colombo,Beaches,2017,10,October,5,positive
41472,1402,Beach_Water_Sports,"United States",Colombo,Beaches,2018,6,June,5,positive
41472,1402,Hiking_climbing,"United States",Colombo,Beaches,2018,6,June,5,positive
41587,1507,Beach_Water_Sports,Australia,Negombo,Beaches,2020,3,March,4,positive
41599,1518,Beach_Water_Sports,India,Negombo,Beaches,2020,1,January,4,positive
41630,1542,Beach_Water_Sports,Australia,Negombo,Beaches,2019,2,February,4,positive
41630,1542,wildlife_nature,Australia,Negombo,Beaches,2019,2,February,4,positive
41641,1325,Beach_Water_Sports,India,Negombo,Beaches,2019,5,May,3,positive
41641,1325,Relaxing,India,Negombo,Beaches,2019,5,May,3,positive
41685,1592,Beach_Water_Sports,Lithuania,Negombo,Beaches,2019,1,January,2,positive
41713,1307,Beach_Water_Sports,China,Negombo,Beaches,2019,1,January,4,positive
41739,1305,Beach_Water_Sports,China,Negombo,Beaches,2019,2,February,4,positive
41747,1647,Beach_Water_Sports,"United Arab Emirates",Negombo,Beaches,2018,8,August,2,negative
41747,1647,Hiking_climbing,"United Arab Emirates",Negombo,Beaches,2018,8,August,2,negative
41766,1665,Beach_Water_Sports,"United States",Negombo,Beaches,2018,7,July,3,positive
41766,1665,wildlife_nature,"United States",Negombo,Beaches,2018,7,July,3,positive
41766,1665,Hiking_climbing,"United States",Negombo,Beaches,2018,7,July,3,positive
42058,1923,Beach_Water_Sports,Mauritius,Kalkudah,Beaches,2017,3,March,5,positive
42058,1923,wildlife_nature,Mauritius,Kalkudah,Beaches,2017,3,March,5,positive
42122,1979,Beach_Water_Sports,India,"Nuwara Eliya","Bodies of Water",2020,2,February,5,positive
42122,1979,Sightseeing,India,"Nuwara Eliya","Bodies of Water",2020,2,February,5,positive
42125,1982,Hiking_climbing,India,"Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42125,1982,Sightseeing,India,"Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42153,2004,Beach_Water_Sports,Jordan,"Nuwara Eliya","Bodies of Water",2019,2,February,5,positive
42153,2004,Hiking_climbing,Jordan,"Nuwara Eliya","Bodies of Water",2019,2,February,5,positive
42153,2004,Biking_cycling,Jordan,"Nuwara Eliya","Bodies of Water",2019,2,February,5,positive
42153,2004,Sightseeing,Jordan,"Nuwara Eliya","Bodies of Water",2019,2,February,5,positive
42166,282,Beach_Water_Sports,Egypt,"Nuwara Eliya","Bodies of Water",2018,12,December,4,positive
42166,282,Sightseeing,Egypt,"Nuwara Eliya","Bodies of Water",2018,12,December,4,positive
42180,2022,Beach_Water_Sports,India,"Nuwara Eliya","Bodies of Water",2019,12,December,4,positive
42180,2022,Hiking_climbing,India,"Nuwara Eliya","Bodies of Water",2019,12,December,4,positive
42180,2022,Sightseeing,India,"Nuwara Eliya","Bodies of Water",2019,12,December,4,positive
42192,2030,Beach_Water_Sports,"United Arab Emirates","Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42192,2030,Sightseeing,"United Arab Emirates","Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42193,2031,Beach_Water_Sports,Oman,"Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42193,2031,Sightseeing,Oman,"Nuwara Eliya","Bodies of Water",2019,12,December,3,positive
42220,2055,Beach_Water_Sports,"United Kingdom","Nuwara Eliya","Bodies of Water",2019,2,February,4,neutral
42220,2055,Sightseeing,"United Kingdom","Nuwara Eliya","Bodies of Water",2019,2,February,4,neutral
42256,1660,Beach_Water_Sports,Singapore,"Nuwara Eliya","Bodies of Water",2018,3,March,5,positive
42256,1660,wildlife_nature,Singapore,"Nuwara Eliya","Bodies of Water",2018,3,March,5,positive
42256,1660,Sightseeing,Singapore,"Nuwara Eliya","Bodies of Water",2018,3,March,5,positive
42274,1012,Beach_Water_Sports,India,"Nuwara Eliya","Bodies of Water",2018,2,February,5,positive
42274,1012,Sightseeing,India,"Nuwara Eliya","Bodies of Water",2018,2,February,5,positive
42290,2117,Hiking_climbing,Canada,"Nuwara Eliya","Bodies of Water",2018,3,March,3,positive
42290,2117,Sightseeing,Canada,"Nuwara Eliya","Bodies of Water",2018,3,March,3,positive
42303,2129,Beach_Water_Sports,Oman,"Nuwara Eliya","Bodies of Water",2023,2,February,4,positive
42303,2129,Hiking_climbing,Oman,"Nuwara Eliya","Bodies of Water",2023,2,February,4,positive
42303,2129,Sightseeing,Oman,"Nuwara Eliya","Bodies of Water",2023,2,February,4,positive
42319,2004,Beach_Water_Sports,Jordan,"Nuwara Eliya","Bodies of Water",2019,10,October,5,positive
42361,2176,Sightseeing,India,"Nuwara Eliya","Bodies of Water",2018,12,December,5,positive
42374,1516,wildlife_nature,Canada,Kandy,"Bodies of Water",2020,2,February,5,positive
42374,1516,Hiking_climbing,Canada,Kandy,"Bodies of Water",2020,2,February,5,positive
42374,1516,Historical_Sites,Canada,Kandy,"Bodies of Water",2020,2,February,5,positive
42374,1516,Sightseeing,Canada,Kandy,"Bodies of Water",2020,2,February,5,positive
42383,641,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2022,1,January,4,positive
42383,641,Religious,"United Kingdom",Kandy,"Bodies of Water",2022,1,January,4,positive
42384,2193,wildlife_nature,"United Kingdom",Kandy,"Bodies of Water",2022,2,February,5,negative
42384,2193,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2022,2,February,5,negative
42397,2200,Hiking_climbing,Cambodia,Kandy,"Bodies of Water",2019,8,August,4,positive
42397,2200,Sightseeing,Cambodia,Kandy,"Bodies of Water",2019,8,August,4,positive
42402,1353,Hiking_climbing,India,Kandy,"Bodies of Water",2020,2,February,5,positive
42402,1353,Sightseeing,India,Kandy,"Bodies of Water",2020,2,February,5,positive
42402,1353,Religious,India,Kandy,"Bodies of Water",2020,2,February,5,positive
42415,2210,Hiking_climbing,India,Kandy,"Bodies of Water",2019,12,December,5,positive
42415,2210,Sightseeing,India,Kandy,"Bodies of Water",2019,12,December,5,positive
42415,2210,Religious,India,Kandy,"Bodies of Water",2019,12,December,5,positive
42419,2212,wildlife_nature,France,Kandy,"Bodies of Water",2019,3,March,2,positive
42419,2212,Hiking_climbing,France,Kandy,"Bodies of Water",2019,3,March,2,positive
42419,2212,Sightseeing,France,Kandy,"Bodies of Water",2019,3,March,2,positive
42426,282,Religious,Egypt,Kandy,"Bodies of Water",2018,12,December,4,positive
42434,2219,Hiking_climbing,Australia,Kandy,"Bodies of Water",2019,2,February,3,positive
42434,2219,Sightseeing,Australia,Kandy,"Bodies of Water",2019,2,February,3,positive
42437,2222,Beach_Water_Sports,Oman,Kandy,"Bodies of Water",2019,5,May,4,positive
42437,2222,Sightseeing,Oman,Kandy,"Bodies of Water",2019,5,May,4,positive
42537,2296,wildlife_nature,Australia,Kandy,"Bodies of Water",2018,7,July,4,positive
42537,2296,Hiking_climbing,Australia,Kandy,"Bodies of Water",2018,7,July,4,positive
42537,2296,Sightseeing,Australia,Kandy,"Bodies of Water",2018,7,July,4,positive
42545,410,Beach_Water_Sports,India,Kandy,"Bodies of Water",2018,9,September,4,positive
42545,410,wildlife_nature,India,Kandy,"Bodies of Water",2018,9,September,4,positive
42545,410,Sightseeing,India,Kandy,"Bodies of Water",2018,9,September,4,positive
42545,410,Religious,India,Kandy,"Bodies of Water",2018,9,September,4,positive
42553,511,wildlife_nature,Australia,Kandy,"Bodies of Water",2018,9,September,5,positive
42553,511,Hiking_climbing,Australia,Kandy,"Bodies of Water",2018,9,September,5,positive
42553,511,Sightseeing,Australia,Kandy,"Bodies of Water",2018,9,September,5,positive
42570,2319,Hiking_climbing,Philippines,Kandy,"Bodies of Water",2019,12,December,4,positive
42570,2319,Sightseeing,Philippines,Kandy,"Bodies of Water",2019,12,December,4,positive
42570,2319,Relaxing,Philippines,Kandy,"Bodies of Water",2019,12,December,4,positive
42590,2332,Hiking_climbing,"United Kingdom",Kandy,"Bodies of Water",2019,3,March,4,positive
42590,2332,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2019,3,March,4,positive
42590,2332,Religious,"United Kingdom",Kandy,"Bodies of Water",2019,3,March,4,positive
42594,229,Sightseeing,India,Kandy,"Bodies of Water",2019,4,April,5,positive
42607,2176,Sightseeing,India,Kandy,"Bodies of Water",2018,12,December,3,positive
42616,2350,Hiking_climbing,"United Kingdom",Kandy,"Bodies of Water",2018,12,December,4,positive
42616,2350,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2018,12,December,4,positive
42616,2350,Religious,"United Kingdom",Kandy,"Bodies of Water",2018,12,December,4,positive
42630,2360,Hiking_climbing,Sweden,Kandy,"Bodies of Water",2018,7,July,4,positive
42630,2360,Sightseeing,Sweden,Kandy,"Bodies of Water",2018,7,July,4,positive
42633,2363,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2018,7,July,5,positive
42645,2042,Historical_Sites,India,Kandy,"Bodies of Water",2018,5,May,4,positive
42645,2042,Sightseeing,India,Kandy,"Bodies of Water",2018,5,May,4,positive
42645,2042,Religious,India,Kandy,"Bodies of Water",2018,5,May,4,positive
42655,2376,Hiking_climbing,"United Kingdom",Kandy,"Bodies of Water",2019,2,February,3,positive
42655,2376,Sightseeing,"United Kingdom",Kandy,"Bodies of Water",2019,2,February,3,positive
42656,237,Hiking_climbing,Oman,Kandy,"Bodies of Water",2019,4,April,5,positive
42656,237,Sightseeing,Oman,Kandy,"Bodies of Water",2019,4,April,5,positive
42656,237,Religious,Oman,Kandy,"Bodies of Water",2019,4,April,5,positive
42710,2420,Sightseeing,Malaysia,Tissamaharama,"Bodies of Water",2017,7,July,5,positive
42718,2426,Beach_Water_Sports,Vietnam,Tissamaharama,"Bodies of Water",2016,4,April,5,positive
42718,2426,wildlife_nature,Vietnam,Tissamaharama,"Bodies of Water",2016,4,April,5,positive
42718,2426,Hiking_climbing,Vietnam,Tissamaharama,"Bodies of Water",2016,4,April,5,positive
42718,2426,Sightseeing,Vietnam,Tissamaharama,"Bodies of Water",2016,4,April,5,positive
42738,2441,wildlife_nature,Germany,Tissamaharama,"Bodies of Water",2019,12,December,5,positive
42740,2442,wildlife_nature,"United Kingdom",Tissamaharama,"Bodies of Water",2019,3,March,4,positive
42740,2442,Sightseeing,"United Kingdom",Tissamaharama,"Bodies of Water",2019,3,March,4,positive
42743,2444,Beach_Water_Sports,Australia,Tissamaharama,"Bodies of Water",2016,10,October,5,positive
42743,2444,wildlife_nature,Australia,Tissamaharama,"Bodies of Water",2016,10,October,5,positive
42745,2446,Sightseeing,Australia,Tissamaharama,"Bodies of Water",2016,8,August,5,positive
42804,2495,Historical_Sites,"United Kingdom",Anuradhapura,"Bodies of Water",2016,10,October,4,positive
42821,2507,wildlife_nature,India,Anuradhapura,"Bodies of Water",2015,1,January,3,positive
42830,2515,Historical_Sites,"United Kingdom",Anuradhapura,"Bodies of Water",2014,10,October,4,positive
42830,2515,Sightseeing,"United Kingdom",Anuradhapura,"Bodies of Water",2014,10,October,4,positive
42838,2523,Historical_Sites,India,Anuradhapura,"Bodies of Water",2013,11,November,4,positive
42858,1637,wildlife_nature,"United States",Anuradhapura,"Bodies of Water",2019,2,February,5,positive
42893,2560,wildlife_nature,Turkiye,Anuradhapura,"Bodies of Water",2016,1,January,4,positive
42910,2574,wildlife_nature,Australia,Anuradhapura,"Bodies of Water",2015,6,June,5,neutral
42913,1777,Beach_Water_Sports,"United States",Anuradhapura,"Bodies of Water",2015,2,February,4,positive
42934,2596,Sightseeing,"Czech Republic",Anuradhapura,"Bodies of Water",2016,3,March,4,positive
42981,2630,wildlife_nature,"United Arab Emirates","Nuwara Eliya",Farms,2017,6,June,4,positive
42981,2630,Sightseeing,"United Arab Emirates","Nuwara Eliya",Farms,2017,6,June,4,positive
42983,2630,wildlife_nature,"United Arab Emirates","Nuwara Eliya",Farms,2018,1,January,4,positive
43035,1189,Hiking_climbing,Germany,"Nuwara Eliya",Farms,2017,4,April,4,positive
43059,2695,wildlife_nature,Oman,"Nuwara Eliya",Farms,2016,3,March,3,positive
43074,2709,Sightseeing,India,"Nuwara Eliya",Farms,2016,3,March,5,positive
43136,2749,wildlife_nature,China,"Nuwara Eliya",Farms,2018,12,December,3,positive
43149,2758,Hiking_climbing,"United Arab Emirates","Nuwara Eliya",Farms,2018,5,May,4,positive
43190,2079,wildlife_nature,India,"Nuwara Eliya",Farms,2018,9,September,4,positive
43193,2791,wildlife_nature,"United Kingdom","Nuwara Eliya",Farms,2018,3,March,5,positive
43193,2791,Hiking_climbing,"United Kingdom","Nuwara Eliya",Farms,2018,3,March,5,positive
43219,2811,wildlife_nature,"United Kingdom","Nuwara Eliya",Farms,2018,4,April,4,positive
43285,2863,wildlife_nature,"United Kingdom","Nuwara Eliya",Farms,2017,4,April,4,positive
43294,2872,wildlife_nature,"United States","Nuwara Eliya",Farms,2016,12,December,5,positive
43299,2876,wildlife_nature,Singapore,"Nuwara Eliya",Farms,2017,3,March,4,positive
43309,2886,wildlife_nature,Jordan,"Nuwara Eliya",Farms,2017,4,April,4,positive
43374,2946,Hiking_climbing,"United Kingdom","Nuwara Eliya",Farms,2017,12,December,5,positive
43390,2962,Relaxing,China,"Nuwara Eliya",Farms,2017,1,January,4,positive
43423,2992,Hiking_climbing,France,Haputale,Farms,2018,2,February,1,negative
43443,3009,wildlife_nature,"Czech Republic",Haputale,Farms,2018,1,January,5,neutral
43504,3060,Hiking_climbing,Australia,Haputale,Farms,2015,12,December,5,positive
43536,3090,wildlife_nature,"United Kingdom",Haputale,Farms,2015,1,January,4,positive
43555,2452,Hiking_climbing,Thailand,Haputale,Farms,2017,2,February,4,positive
43589,641,Hiking_climbing,"United Kingdom","Nuwara Eliya",Farms,2022,1,January,4,positive
43644,392,wildlife_nature,India,"Nuwara Eliya",Farms,2019,3,March,5,positive
43696,3207,wildlife_nature,"United Kingdom",Katukitula,Farms,2019,1,January,5,positive
43697,2275,wildlife_nature,Switzerland,Katukitula,Farms,2019,1,January,4,positive
43739,3243,wildlife_nature,Italy,Katukitula,Farms,2017,6,June,4,positive
43776,3277,Hiking_climbing,Singapore,Katukitula,Farms,2018,2,February,4,positive
43785,3285,wildlife_nature,Australia,Katukitula,Farms,2018,1,January,1,negative
43821,3317,wildlife_nature,Indonesia,Katukitula,Farms,2016,7,July,4,positive
43828,3324,wildlife_nature,Australia,Katukitula,Farms,2016,12,December,5,positive
43833,3328,wildlife_nature,"United Kingdom",Katukitula,Farms,2016,11,November,4,positive
43833,3328,Historical_Sites,"United Kingdom",Katukitula,Farms,2016,11,November,4,positive
43837,3331,wildlife_nature,"United Kingdom",Katukitula,Farms,2016,9,September,5,positive
43927,3413,Hiking_climbing,"United Kingdom",Katukitula,Farms,2013,1,January,4,positive
43957,3442,wildlife_nature,"United Kingdom",Katukitula,Farms,2013,12,December,2,positive
44167,3629,wildlife_nature,Canada,Ella,Farms,2017,8,August,3,negative
44169,3631,Hiking_climbing,Switzerland,Ella,Farms,2017,4,April,5,positive
44183,3645,Hiking_climbing,"United States",Ella,Farms,2017,9,September,5,positive
44229,3689,wildlife_nature,"United Kingdom",Ahangama,Farms,2020,1,January,2,negative
44229,3689,Hiking_climbing,"United Kingdom",Ahangama,Farms,2020,1,January,2,negative
44229,3689,Historical_Sites,"United Kingdom",Ahangama,Farms,2020,1,January,2,negative
44258,3712,Hiking_climbing,Australia,Ahangama,Farms,2019,7,July,5,positive
44411,3850,wildlife_nature,"United Kingdom",Ahangama,Farms,2017,4,April,5,positive
44411,3850,Hiking_climbing,"United Kingdom",Ahangama,Farms,2017,4,April,5,positive
44411,3850,Sightseeing,"United Kingdom",Ahangama,Farms,2017,4,April,5,positive
44445,3882,Hiking_climbing,Sweden,Ahangama,Farms,2016,1,January,5,positive
44454,3891,wildlife_nature,Australia,Ahangama,Farms,2015,4,April,2,positive
44486,3921,wildlife_nature,"United Arab Emirates",Ahangama,Farms,2015,9,September,5,positive
44491,3926,wildlife_nature,"United Kingdom",Ahangama,Farms,2015,8,August,5,positive
44515,3947,Beach_Water_Sports,"United Arab Emirates",Ahangama,Farms,2014,12,December,5,positive
44537,3141,Hiking_climbing,"New Zealand","Nuwara Eliya",Farms,2020,3,March,2,positive
44578,3158,Historical_Sites,"United States","Nuwara Eliya",Farms,2019,11,November,5,positive
44637,4042,wildlife_nature,"United Kingdom","Nuwara Eliya",Farms,2018,2,February,4,positive
44688,2467,wildlife_nature,Norway,"Nuwara Eliya",Farms,2018,2,February,4,positive
44723,4109,wildlife_nature,Canada,"Nuwara Eliya",Farms,2018,5,May,3,positive
44765,4146,Hiking_climbing,England,"Nuwara Eliya",Farms,2017,1,January,4,positive
44832,4196,Sightseeing,Croatia,"Nuwara Eliya",Farms,2016,12,December,4,positive
44835,4198,wildlife_nature,"United Kingdom",Beruwala,Gardens,2019,10,October,4,positive
44835,4198,Hiking_climbing,"United Kingdom",Beruwala,Gardens,2019,10,October,4,positive
44835,4198,Relaxing,"United Kingdom",Beruwala,Gardens,2019,10,October,4,positive
44851,4213,wildlife_nature,Sweden,Beruwala,Gardens,2023,2,February,5,positive
44860,2463,wildlife_nature,"United Kingdom",Beruwala,Gardens,2018,4,April,5,positive
44862,4218,wildlife_nature,Australia,Beruwala,Gardens,2018,2,February,5,positive
44863,4219,wildlife_nature,"United Arab Emirates",Beruwala,Gardens,2018,3,March,5,positive
44863,4219,Sightseeing,"United Arab Emirates",Beruwala,Gardens,2018,3,March,5,positive
44871,4224,wildlife_nature,"Trinidad and Tobago",Beruwala,Gardens,2019,1,January,5,positive
44871,4224,Sightseeing,"Trinidad and Tobago",Beruwala,Gardens,2019,1,January,5,positive
44874,4225,wildlife_nature,Australia,Beruwala,Gardens,2019,1,January,4,positive
44886,4236,wildlife_nature,"United Kingdom",Beruwala,Gardens,2017,4,April,3,positive
44886,4236,Sightseeing,"United Kingdom",Beruwala,Gardens,2017,4,April,3,positive
44897,4247,wildlife_nature,"United Kingdom",Beruwala,Gardens,2016,2,February,4,positive
44904,3055,wildlife_nature,"United Kingdom",Beruwala,Gardens,2016,2,February,5,positive
44904,3055,Relaxing,"United Kingdom",Beruwala,Gardens,2016,2,February,5,positive
44921,4268,wildlife_nature,"United States",Beruwala,Gardens,2017,12,December,5,positive
44921,4268,Hiking_climbing,"United States",Beruwala,Gardens,2017,12,December,5,positive
44923,863,wildlife_nature,"United Kingdom",Beruwala,Gardens,2017,10,October,4,positive
44933,4278,wildlife_nature,Japan,Beruwala,Gardens,2016,11,November,5,positive
44967,3923,wildlife_nature,"United Kingdom",Beruwala,Gardens,2015,9,September,5,positive
44986,4327,wildlife_nature,Australia,Beruwala,Gardens,2015,1,January,5,positive
44996,4337,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,12,December,5,positive
44997,4338,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,12,December,5,positive
45000,4341,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,11,November,5,positive
45004,4345,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,9,September,5,positive
45004,4345,Sightseeing,"United Kingdom",Beruwala,Gardens,2014,9,September,5,positive
45012,4352,wildlife_nature,Vietnam,Beruwala,Gardens,2014,3,March,2,negative
45015,4355,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,5,May,2,positive
45015,4355,Hiking_climbing,"United Kingdom",Beruwala,Gardens,2014,5,May,2,positive
45018,4358,wildlife_nature,"United Kingdom",Beruwala,Gardens,2013,8,August,5,positive
45019,4359,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,3,March,3,positive
45020,4360,wildlife_nature,"United Kingdom",Beruwala,Gardens,2014,2,February,4,positive
45034,4373,wildlife_nature,Italy,Beruwala,Gardens,2012,5,May,4,positive
45035,4374,wildlife_nature,"United Kingdom",Beruwala,Gardens,2012,4,April,5,positive
45035,4374,Sightseeing,"United Kingdom",Beruwala,Gardens,2012,4,April,5,positive
45044,3305,wildlife_nature,Ireland,Beruwala,Gardens,2016,9,September,5,positive
45082,4415,wildlife_nature,Germany,Beruwala,Gardens,2011,11,November,4,positive
45087,4420,wildlife_nature,Australia,Beruwala,Gardens,2011,8,August,4,positive
45090,4350,wildlife_nature,Australia,Beruwala,Gardens,2013,9,September,4,positive
45090,4350,Relaxing,Australia,Beruwala,Gardens,2013,9,September,4,positive
45095,4427,wildlife_nature,"United Kingdom",Beruwala,Gardens,2013,5,May,5,positive
45097,4429,wildlife_nature,"United States",Beruwala,Gardens,2013,5,May,5,positive
45097,4429,Sightseeing,"United States",Beruwala,Gardens,2013,5,May,5,positive
45107,4438,wildlife_nature,"United Kingdom",Beruwala,Gardens,2013,2,February,5,positive
45109,4440,wildlife_nature,Thailand,Beruwala,Gardens,2013,3,March,5,positive
45114,4445,wildlife_nature,"United Kingdom",Beruwala,Gardens,2013,2,February,5,positive
45114,4445,Sightseeing,"United Kingdom",Beruwala,Gardens,2013,2,February,5,positive
45115,4446,wildlife_nature,"United Kingdom",Beruwala,Gardens,2013,1,January,4,positive
45124,4455,wildlife_nature,"United Kingdom",Beruwala,Gardens,2012,9,September,5,positive
45133,2004,wildlife_nature,Jordan,"Nuwara Eliya",Gardens,2019,9,September,4,positive
45137,4458,wildlife_nature,Singapore,"Nuwara Eliya",Gardens,2019,9,September,3,positive
45137,4458,Hiking_climbing,Singapore,"Nuwara Eliya",Gardens,2019,9,September,3,positive
45137,4458,Relaxing,Singapore,"Nuwara Eliya",Gardens,2019,9,September,3,positive
45152,4462,wildlife_nature,India,"Nuwara Eliya",Gardens,2018,12,December,5,positive
45154,2171,wildlife_nature,Australia,"Nuwara Eliya",Gardens,2019,1,January,4,positive
45190,2790,wildlife_nature,"United Kingdom","Nuwara Eliya",Gardens,2018,3,March,4,positive
45190,2790,Sightseeing,"United Kingdom","Nuwara Eliya",Gardens,2018,3,March,4,positive
45207,4489,wildlife_nature,Australia,"Nuwara Eliya",Gardens,2017,12,December,5,positive
45209,2941,wildlife_nature,India,"Nuwara Eliya",Gardens,2017,12,December,5,positive
45209,2941,Sightseeing,India,"Nuwara Eliya",Gardens,2017,12,December,5,positive
45210,2954,wildlife_nature,Singapore,"Nuwara Eliya",Gardens,2017,12,December,2,positive
45238,2689,wildlife_nature,India,"Nuwara Eliya",Gardens,2016,10,October,1,neutral
45243,4509,wildlife_nature,Afghanistan,"Nuwara Eliya",Gardens,2016,12,December,3,positive
45265,4524,wildlife_nature,India,"Nuwara Eliya",Gardens,2015,12,December,3,positive
45292,3258,wildlife_nature,"United Arab Emirates","Nuwara Eliya",Gardens,2016,12,December,4,positive
45306,99,wildlife_nature,China,"Nuwara Eliya",Gardens,2016,2,February,5,positive
45319,4563,wildlife_nature,Bangladesh,"Nuwara Eliya",Gardens,2017,6,June,4,positive
45319,4563,Hiking_climbing,Bangladesh,"Nuwara Eliya",Gardens,2017,6,June,4,positive
45319,4563,Relaxing,Bangladesh,"Nuwara Eliya",Gardens,2017,6,June,4,positive
45330,4572,wildlife_nature,"United States","Nuwara Eliya",Gardens,2015,12,December,5,positive
45342,4583,wildlife_nature,India,"Nuwara Eliya",Gardens,2016,3,March,5,positive
45342,4583,Relaxing,India,"Nuwara Eliya",Gardens,2016,3,March,5,positive
45530,4732,wildlife_nature,Denmark,Kandy,Gardens,2013,12,December,3,positive
45592,2130,wildlife_nature,India,Peradeniya,Gardens,2022,9,September,4,positive
