InputID,Traveller_ID,activity,Traveller_Country,City,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
53938,9643,Religious,"United Kingdom",Anuradhapura,"Religious Sites",2018,2,February,5,positive
53987,4216,Religious,Australia,Anuradhapura,"Religious Sites",2017,7,July,3,positive
54058,7006,Beach_Water_Sports,"United States",Anuradhapura,"Religious Sites",2016,10,October,3,positive
54058,7006,wildlife_nature,"United States",Anuradhapura,"Religious Sites",2016,10,October,3,positive
54058,7006,Hiking_climbing,"United States",Anuradhapura,"Religious Sites",2016,10,October,3,positive
54058,7006,Historical_Sites,"United States",Anuradhapura,"Religious Sites",2016,10,October,3,positive
54064,1076,wildlife_nature,Netherlands,Anuradhapura,"Religious Sites",2016,9,September,4,positive
54135,9731,wildlife_nature,Australia,Anuradhapura,"Religious Sites",2016,7,July,4,positive
54135,9731,Historical_Sites,Australia,Anuradhapura,"Religious Sites",2016,7,July,4,positive
54135,9731,Sightseeing,Australia,Anuradhapura,"Religious Sites",2016,7,July,4,positive
54206,9751,wildlife_nature,China,Anuradhapura,"Religious Sites",2017,10,October,5,positive
54206,9751,Hiking_climbing,China,Anuradhapura,"Religious Sites",2017,10,October,5,positive
54206,9751,Religious,China,Anuradhapura,"Religious Sites",2017,10,October,5,positive
54324,1204,Historical_Sites,"United Kingdom",Anuradhapura,"Religious Sites",2019,11,November,5,positive
54338,626,wildlife_nature,"United States",Anuradhapura,"Religious Sites",2018,12,December,5,positive
54338,626,Religious,"United States",Anuradhapura,"Religious Sites",2018,12,December,5,positive
54353,6473,wildlife_nature,Singapore,Anuradhapura,"Religious Sites",2017,7,July,5,positive
54353,6473,Religious,Singapore,Anuradhapura,"Religious Sites",2017,7,July,5,positive
54386,2200,Biking_cycling,Cambodia,Anuradhapura,"Religious Sites",2019,8,August,3,positive
54386,2200,Religious,Cambodia,Anuradhapura,"Religious Sites",2019,8,August,3,positive
54430,2487,Historical_Sites,"United Kingdom",Anuradhapura,"Religious Sites",2017,1,January,3,positive
54514,9798,Historical_Sites,"United States",Anuradhapura,"Religious Sites",2015,6,June,5,positive
54514,9798,Religious,"United States",Anuradhapura,"Religious Sites",2015,6,June,5,positive
54520,2518,Religious,"United Kingdom",Anuradhapura,"Religious Sites",2014,7,July,4,positive
54598,7348,Religious,Vietnam,Colombo,"Religious Sites",2018,7,July,5,positive
54620,6474,Religious,Vietnam,Colombo,"Religious Sites",2017,6,June,2,positive
54667,9859,Hiking_climbing,"United States",Colombo,"Religious Sites",2016,7,July,5,positive
54667,9859,Sightseeing,"United States",Colombo,"Religious Sites",2016,7,July,5,positive
54667,9859,Religious,"United States",Colombo,"Religious Sites",2016,7,July,5,positive
54739,9900,Religious,"Sri Lanka",Colombo,"Religious Sites",2015,9,September,5,positive
54756,2451,Religious,Bangladesh,Colombo,"Religious Sites",2015,5,May,4,positive
54770,4685,wildlife_nature,"United Kingdom",Colombo,"Religious Sites",2020,1,January,5,negative
54788,1351,wildlife_nature,India,Colombo,"Religious Sites",2020,2,February,5,positive
54788,1351,Religious,India,Colombo,"Religious Sites",2020,2,February,5,positive
54804,9937,Religious,Spain,Colombo,"Religious Sites",2019,12,December,4,positive
54852,9964,Religious,Germany,Colombo,"Religious Sites",2019,5,May,5,neutral
54859,1985,Sightseeing,India,Colombo,"Religious Sites",2019,11,November,5,positive
54859,1985,Religious,India,Colombo,"Religious Sites",2019,11,November,5,positive
54860,9968,wildlife_nature,"United Kingdom",Colombo,"Religious Sites",2019,11,November,4,positive
54860,9968,Sightseeing,"United Kingdom",Colombo,"Religious Sites",2019,11,November,4,positive
54860,9968,Religious,"United Kingdom",Colombo,"Religious Sites",2019,11,November,4,positive
54860,9968,Romantic_holiday,"United Kingdom",Colombo,"Religious Sites",2019,11,November,4,positive
54877,3431,wildlife_nature,Slovakia,Colombo,"Religious Sites",2019,2,February,5,negative
54877,3431,Religious,Slovakia,Colombo,"Religious Sites",2019,2,February,5,negative
54889,9400,Sightseeing,"United States",Colombo,"Religious Sites",2019,2,February,5,positive
54889,9400,Religious,"United States",Colombo,"Religious Sites",2019,2,February,5,positive
54891,5167,Religious,Bahrain,Colombo,"Religious Sites",2019,2,February,4,positive
54894,9985,Historical_Sites,India,Colombo,"Religious Sites",2019,2,February,4,positive
54894,9985,Religious,India,Colombo,"Religious Sites",2019,2,February,4,positive
54909,9991,wildlife_nature,"United Kingdom",Colombo,"Religious Sites",2019,4,April,1,negative
54909,9991,Religious,"United Kingdom",Colombo,"Religious Sites",2019,4,April,1,negative
54914,9993,Sightseeing,Belgium,Colombo,"Religious Sites",2019,1,January,4,positive
54914,9993,Religious,Belgium,Colombo,"Religious Sites",2019,1,January,4,positive
54914,9993,Relaxing,Belgium,Colombo,"Religious Sites",2019,1,January,4,positive
54914,9993,Romantic_holiday,Belgium,Colombo,"Religious Sites",2019,1,January,4,positive
54919,9995,Sightseeing,India,Colombo,"Religious Sites",2019,1,January,5,positive
54919,9995,Religious,India,Colombo,"Religious Sites",2019,1,January,5,positive
54923,9998,Religious,Thailand,Colombo,"Religious Sites",2018,12,December,5,positive
54930,808,Religious,Canada,Colombo,"Religious Sites",2019,1,January,5,positive
54931,10000,Religious,Malaysia,Colombo,"Religious Sites",2018,12,December,5,positive
54935,10004,Religious,"United Kingdom",Colombo,"Religious Sites",2019,1,January,5,positive
54943,10008,Religious,"United Kingdom",Colombo,"Religious Sites",2018,12,December,4,positive
54951,10012,Sightseeing,Ukraine,Colombo,"Religious Sites",2018,12,December,4,negative
54951,10012,Religious,Ukraine,Colombo,"Religious Sites",2018,12,December,4,negative
54968,6022,Religious,India,Colombo,"Religious Sites",2020,1,January,5,positive
54969,1183,Religious,Thailand,Colombo,"Religious Sites",2020,1,January,5,positive
54975,10023,Religious,India,Colombo,"Religious Sites",2020,1,January,5,positive
54995,10038,Historical_Sites,India,Colombo,"Religious Sites",2019,8,August,3,positive
55004,5197,wildlife_nature,India,Colombo,"Religious Sites",2019,4,April,4,positive
55004,5197,Historical_Sites,India,Colombo,"Religious Sites",2019,4,April,4,positive
55004,5197,Religious,India,Colombo,"Religious Sites",2019,4,April,4,positive
55017,10049,Religious,India,Colombo,"Religious Sites",2019,3,March,5,positive
55019,1219,Religious,India,Colombo,"Religious Sites",2018,11,November,4,positive
55020,10051,Sightseeing,India,Colombo,"Religious Sites",2019,4,April,5,positive
55020,10051,Religious,India,Colombo,"Religious Sites",2019,4,April,5,positive
55021,808,wildlife_nature,Australia,Colombo,"Religious Sites",2019,3,March,5,positive
55021,808,Religious,Australia,Colombo,"Religious Sites",2019,3,March,5,positive
55025,10054,wildlife_nature,"United Kingdom",Colombo,"Religious Sites",2018,12,December,4,positive
55025,10054,Sightseeing,"United Kingdom",Colombo,"Religious Sites",2018,12,December,4,positive
55025,10054,Religious,"United Kingdom",Colombo,"Religious Sites",2018,12,December,4,positive
55026,10055,Historical_Sites,"United Kingdom",Colombo,"Religious Sites",2018,11,November,5,positive
55026,10055,Religious,"United Kingdom",Colombo,"Religious Sites",2018,11,November,5,positive
55031,10059,Hiking_climbing,India,Colombo,"Religious Sites",2018,11,November,4,positive
55031,10059,Religious,India,Colombo,"Religious Sites",2018,11,November,4,positive
55033,3214,Religious,"United Kingdom",Colombo,"Religious Sites",2018,11,November,4,positive
55072,8039,wildlife_nature,India,Kandy,"Religious Sites",2022,3,March,5,positive
55072,8039,Sightseeing,India,Kandy,"Religious Sites",2022,3,March,5,positive
55072,8039,Religious,India,Kandy,"Religious Sites",2022,3,March,5,positive
55078,1353,wildlife_nature,India,Kandy,"Religious Sites",2020,2,February,5,positive
55078,1353,Sightseeing,India,Kandy,"Religious Sites",2020,2,February,5,positive
55078,1353,Religious,India,Kandy,"Religious Sites",2020,2,February,5,positive
55078,1353,Relaxing,India,Kandy,"Religious Sites",2020,2,February,5,positive
55080,5861,wildlife_nature,"United Kingdom",Kandy,"Religious Sites",2020,2,February,5,positive
55080,5861,Sightseeing,"United Kingdom",Kandy,"Religious Sites",2020,2,February,5,positive
55080,5861,Religious,"United Kingdom",Kandy,"Religious Sites",2020,2,February,5,positive
55106,2181,wildlife_nature,"United Kingdom",Kandy,"Religious Sites",2020,3,March,2,positive
55106,2181,Sightseeing,"United Kingdom",Kandy,"Religious Sites",2020,3,March,2,positive
55106,2181,Religious,"United Kingdom",Kandy,"Religious Sites",2020,3,March,2,positive
55116,2193,Hiking_climbing,"United Kingdom",Kandy,"Religious Sites",2022,2,February,5,positive
55116,2193,Religious,"United Kingdom",Kandy,"Religious Sites",2022,2,February,5,positive
55124,10092,Religious,France,Kandy,"Religious Sites",2021,12,December,5,positive
55177,10112,Religious,India,Kandy,"Religious Sites",2020,1,January,5,positive
55179,10113,wildlife_nature,India,Kandy,"Religious Sites",2019,12,December,4,positive
55179,10113,Historical_Sites,India,Kandy,"Religious Sites",2019,12,December,4,positive
55179,10113,Sightseeing,India,Kandy,"Religious Sites",2019,12,December,4,positive
55179,10113,Religious,India,Kandy,"Religious Sites",2019,12,December,4,positive
55184,5999,wildlife_nature,"United Arab Emirates",Kandy,"Religious Sites",2020,1,January,5,positive
55184,5999,Hiking_climbing,"United Arab Emirates",Kandy,"Religious Sites",2020,1,January,5,positive
55184,5999,Religious,"United Arab Emirates",Kandy,"Religious Sites",2020,1,January,5,positive
55185,2319,Religious,Philippines,Kandy,"Religious Sites",2019,12,December,4,positive
55194,5925,Religious,Singapore,Kandy,"Religious Sites",2019,12,December,4,positive
55199,2321,wildlife_nature,India,Kandy,"Religious Sites",2019,12,December,5,positive
55199,2321,Religious,India,Kandy,"Religious Sites",2019,12,December,5,positive
55203,1985,Religious,India,Kandy,"Religious Sites",2019,11,November,5,positive
55230,3502,Sightseeing,Norway,Kandy,"Religious Sites",2018,11,November,3,positive
55230,3502,Religious,Norway,Kandy,"Religious Sites",2018,11,November,3,positive
55238,1994,Religious,India,Kandy,"Religious Sites",2019,3,March,5,positive
55260,4804,Religious,"United Kingdom",Kandy,"Religious Sites",2020,3,March,5,positive
55266,4795,Hiking_climbing,"United Kingdom",Kandy,"Religious Sites",2020,2,February,4,negative
55266,4795,Religious,"United Kingdom",Kandy,"Religious Sites",2020,2,February,4,negative
55285,2312,Hiking_climbing,Australia,Kandy,"Religious Sites",2020,1,January,2,positive
55285,2312,Religious,Australia,Kandy,"Religious Sites",2020,1,January,2,positive
55311,2553,Historical_Sites,Malta,Kandy,"Religious Sites",2019,10,October,5,positive
55311,2553,Religious,Malta,Kandy,"Religious Sites",2019,10,October,5,positive
55314,7449,Religious,"United Kingdom",Kandy,"Religious Sites",2019,12,December,5,positive
55359,7409,wildlife_nature,Australia,Habarana,"Religious Sites",2020,8,August,4,positive
55359,7409,Religious,Australia,Habarana,"Religious Sites",2020,8,August,4,positive
55380,1204,Religious,"United Kingdom",Habarana,"Religious Sites",2019,11,November,5,positive
55387,5605,wildlife_nature,"United States",Habarana,"Religious Sites",2019,10,October,5,positive
55387,5605,Religious,"United States",Habarana,"Religious Sites",2019,10,October,5,positive
55410,5223,Historical_Sites,Singapore,Habarana,"Religious Sites",2019,9,September,5,positive
55410,5223,Religious,Singapore,Habarana,"Religious Sites",2019,9,September,5,positive
55426,10194,wildlife_nature,India,Habarana,"Religious Sites",2018,8,August,4,positive
55426,10194,Hiking_climbing,India,Habarana,"Religious Sites",2018,8,August,4,positive
55429,3200,Religious,"United Kingdom",Habarana,"Religious Sites",2019,3,March,5,positive
55476,10209,Hiking_climbing,"United Kingdom",Habarana,"Religious Sites",2019,1,January,4,positive
55476,10209,Religious,"United Kingdom",Habarana,"Religious Sites",2019,1,January,4,positive
55499,4981,Religious,"United Kingdom",Habarana,"Religious Sites",2019,1,January,5,positive
55502,5541,Hiking_climbing,"United States",Habarana,"Religious Sites",2018,12,December,4,positive
55502,5541,Religious,"United States",Habarana,"Religious Sites",2018,12,December,4,positive
55503,10220,Religious,"United Kingdom",Habarana,"Religious Sites",2019,1,January,4,positive
55511,10225,wildlife_nature,Canada,Habarana,"Religious Sites",2018,12,December,5,positive
55511,10225,Hiking_climbing,Canada,Habarana,"Religious Sites",2018,12,December,5,positive
55511,10225,Religious,Canada,Habarana,"Religious Sites",2018,12,December,5,positive
55519,10229,wildlife_nature,"United Kingdom",Habarana,"Religious Sites",2018,11,November,5,positive
55534,5726,wildlife_nature,"United Kingdom",Habarana,"Religious Sites",2018,10,October,4,positive
55534,5726,Religious,"United Kingdom",Habarana,"Religious Sites",2018,10,October,4,positive
55578,3130,wildlife_nature,Oman,Habarana,"Religious Sites",2022,2,February,4,positive
55578,3130,Religious,Oman,Habarana,"Religious Sites",2022,2,February,4,positive
55592,10249,wildlife_nature,"United Kingdom",Habarana,"Religious Sites",2019,12,December,4,positive
55593,2319,Religious,Philippines,Habarana,"Religious Sites",2019,12,December,5,positive
55656,8222,wildlife_nature,"United Kingdom",Habarana,"Religious Sites",2019,2,February,4,positive
55656,8222,Religious,"United Kingdom",Habarana,"Religious Sites",2019,2,February,4,positive
55688,10277,Religious,Belgium,Trincomalee,"Religious Sites",2019,11,November,5,positive
55688,10277,Romantic_holiday,Belgium,Trincomalee,"Religious Sites",2019,11,November,5,positive
55691,37,Religious,Netherlands,Trincomalee,"Religious Sites",2018,7,July,4,negative
55712,1911,Religious,France,Trincomalee,"Religious Sites",2018,8,August,5,positive
55714,5653,Religious,Lebanon,Trincomalee,"Religious Sites",2018,7,July,3,positive
55731,2631,Religious,"United Kingdom",Trincomalee,"Religious Sites",2018,1,January,5,positive
55731,2631,Relaxing,"United Kingdom",Trincomalee,"Religious Sites",2018,1,January,5,positive
55736,1734,Religious,Australia,Trincomalee,"Religious Sites",2017,11,November,5,positive
55736,1734,Relaxing,Australia,Trincomalee,"Religious Sites",2017,11,November,5,positive
55767,1044,Beach_Water_Sports,Australia,Trincomalee,"Religious Sites",2017,5,May,5,positive
55767,1044,Hiking_climbing,Australia,Trincomalee,"Religious Sites",2017,5,May,5,positive
55767,1044,Religious,Australia,Trincomalee,"Religious Sites",2017,5,May,5,positive
55784,2489,Religious,Australia,Trincomalee,"Religious Sites",2017,1,January,4,positive
55786,5321,Religious,Australia,Trincomalee,"Religious Sites",2016,12,December,4,positive
55788,10314,Hiking_climbing,Australia,Trincomalee,"Religious Sites",2016,12,December,4,positive
55788,10314,Religious,Australia,Trincomalee,"Religious Sites",2016,12,December,4,positive
55816,10327,Historical_Sites,Canada,Trincomalee,"Religious Sites",2016,8,August,3,positive
55816,10327,Religious,Canada,Trincomalee,"Religious Sites",2016,8,August,3,positive
55830,10337,Religious,Australia,Trincomalee,"Religious Sites",2016,6,June,5,positive
55833,9735,Religious,Singapore,Trincomalee,"Religious Sites",2016,6,June,4,positive
55837,1128,Religious,"United States",Trincomalee,"Religious Sites",2016,6,June,5,positive
55843,1759,Religious,Egypt,Trincomalee,"Religious Sites",2016,9,September,5,positive
55849,10350,Religious,Australia,Trincomalee,"Religious Sites",2016,9,September,5,positive
55850,10351,Religious,"Czech Republic",Trincomalee,"Religious Sites",2016,9,September,5,positive
55876,10358,wildlife_nature,"United States",Trincomalee,"Religious Sites",2019,1,January,5,positive
55876,10358,Religious,"United States",Trincomalee,"Religious Sites",2019,1,January,5,positive
55906,10371,Beach_Water_Sports,India,Trincomalee,"Religious Sites",2016,7,July,4,positive
55906,10371,wildlife_nature,India,Trincomalee,"Religious Sites",2016,7,July,4,positive
55906,10371,Hiking_climbing,India,Trincomalee,"Religious Sites",2016,7,July,4,positive
55906,10371,Religious,India,Trincomalee,"Religious Sites",2016,7,July,4,positive
55926,10378,Religious,Australia,Trincomalee,"Religious Sites",2016,6,June,4,positive
55940,2541,Religious,Greece,Jaffna,"Religious Sites",2019,1,January,5,positive
55943,10385,Religious,Malaysia,Jaffna,"Religious Sites",2019,1,January,5,positive
55958,10392,Religious,"United Kingdom",Jaffna,"Religious Sites",2018,4,April,5,positive
55972,5300,Religious,Qatar,Jaffna,"Religious Sites",2018,2,February,3,positive
55991,10403,Hiking_climbing,"Sri Lanka",Jaffna,"Religious Sites",2020,2,February,5,positive
55991,10403,Religious,"Sri Lanka",Jaffna,"Religious Sites",2020,2,February,5,positive
56019,5510,Sightseeing,Finland,Jaffna,"Religious Sites",2017,2,February,5,positive
56019,5510,Religious,Finland,Jaffna,"Religious Sites",2017,2,February,5,positive
56037,5325,Religious,"New Zealand",Jaffna,"Religious Sites",2016,12,December,5,positive
56051,10431,Religious,Malaysia,Jaffna,"Religious Sites",2016,2,February,5,positive
56053,5332,Religious,Malaysia,Jaffna,"Religious Sites",2016,3,March,3,positive
56061,5346,Religious,"United States",Jaffna,"Religious Sites",2015,12,December,5,positive
56069,5401,Religious,Canada,Jaffna,"Religious Sites",2015,8,August,4,positive
56074,5408,wildlife_nature,Australia,Jaffna,"Religious Sites",2015,7,July,5,positive
56074,5408,Religious,Australia,Jaffna,"Religious Sites",2015,7,July,5,positive
56075,10440,Religious,"Sri Lanka",Jaffna,"Religious Sites",2015,7,July,5,positive
56078,5409,Religious,Denmark,Jaffna,"Religious Sites",2015,8,August,4,positive
56087,10446,Religious,France,Jaffna,"Religious Sites",2015,1,January,4,positive
56091,5371,Hiking_climbing,"United Kingdom",Jaffna,"Religious Sites",2014,12,December,4,positive
56091,5371,Religious,"United Kingdom",Jaffna,"Religious Sites",2014,12,December,4,positive
56094,2517,Religious,Australia,Jaffna,"Religious Sites",2014,8,August,5,positive
56097,5338,Religious,Netherlands,Jaffna,"Religious Sites",2016,2,February,4,positive
56098,5339,Religious,Thailand,Jaffna,"Religious Sites",2016,2,February,5,positive
56103,5340,Religious,"Sri Lanka",Jaffna,"Religious Sites",2016,1,January,5,positive
56104,10452,Religious,"United States",Jaffna,"Religious Sites",2016,1,January,5,positive
56114,10456,Religious,"United Kingdom",Jaffna,"Religious Sites",2019,5,May,2,positive
56115,1075,Religious,Australia,Jaffna,"Religious Sites",2019,8,August,3,positive
56118,10458,Religious,Canada,Jaffna,"Religious Sites",2019,3,March,5,positive
56151,10474,Sightseeing,Switzerland,Jaffna,"Religious Sites",2015,3,March,5,positive
