InputID,Traveller_ID,Location_Name,Rating
42574,2322,"Kandy Lake",4
42575,2323,"Kandy Lake",4
42576,2324,"Kandy Lake",4
42577,1637,"Kandy Lake",5
42578,2325,"Kandy Lake",5
42579,2018,"Kandy Lake",5
42580,261,"Kandy Lake",3
42581,2326,"Kandy Lake",4
42582,2327,"Kandy Lake",3
42583,2328,"Kandy Lake",4
42584,2329,"Kandy Lake",4
42585,1279,"Kandy Lake",5
42586,497,"Kandy Lake",5
42587,2330,"Kandy Lake",5
42588,2331,"Kandy Lake",4
42589,1886,"Kandy Lake",5
42590,2332,"Kandy Lake",4
42591,2333,"Kandy Lake",4
42592,2334,"Kandy Lake",3
42593,2335,"Kandy Lake",4
42594,229,"Kandy Lake",5
42595,2336,"Kandy Lake",2
42596,2064,"Kandy Lake",4
42597,2337,"Kandy Lake",4
42598,809,"Kandy Lake",4
42599,2338,"Kandy Lake",3
42600,1216,"Kandy Lake",4
42601,2339,"Kandy Lake",4
42602,1535,"Kandy Lake",4
42603,568,"Kandy Lake",3
42604,2340,"Kandy Lake",3
42605,2341,"Kandy Lake",5
42606,2342,"Kandy Lake",3
42607,2176,"Kandy Lake",3
42608,2343,"Kandy Lake",4
42609,2344,"Kandy Lake",5
42610,2345,"Kandy Lake",5
42611,2346,"Kandy Lake",3
42612,2347,"Kandy Lake",4
42613,2348,"Kandy Lake",5
42614,2349,"Kandy Lake",3
42615,569,"Kandy Lake",2
42616,2350,"Kandy Lake",4
42617,2061,"Kandy Lake",4
42618,2351,"Kandy Lake",4
42619,1600,"Kandy Lake",4
42620,2352,"Kandy Lake",3
42621,2353,"Kandy Lake",5
42622,2354,"Kandy Lake",3
42623,2355,"Kandy Lake",4
42624,2356,"Kandy Lake",3
42625,746,"Kandy Lake",2
42626,1719,"Kandy Lake",3
42627,2357,"Kandy Lake",5
42628,2358,"Kandy Lake",4
42629,2359,"Kandy Lake",4
42630,2360,"Kandy Lake",4
42631,2361,"Kandy Lake",3
42632,2362,"Kandy Lake",4
42633,2363,"Kandy Lake",5
42634,2364,"Kandy Lake",5
42635,2365,"Kandy Lake",5
42636,2074,"Kandy Lake",4
42637,2366,"Kandy Lake",3
42638,2367,"Kandy Lake",4
42639,397,"Kandy Lake",5
42640,2368,"Kandy Lake",5
42641,2369,"Kandy Lake",5
42642,2370,"Kandy Lake",4
42643,2371,"Kandy Lake",5
42644,2148,"Kandy Lake",3
42645,2042,"Kandy Lake",4
42646,2372,"Kandy Lake",4
42647,546,"Kandy Lake",3
42648,1585,"Kandy Lake",4
42649,2373,"Kandy Lake",4
42650,2374,"Kandy Lake",4
42651,408,"Kandy Lake",5
42652,2375,"Kandy Lake",4
42653,1391,"Kandy Lake",3
42654,808,"Kandy Lake",4
42655,2376,"Kandy Lake",3
42656,237,"Kandy Lake",5
42657,614,"Kandy Lake",5
42658,2377,"Kandy Lake",5
42659,2378,"Kandy Lake",3
42660,2379,"Kandy Lake",4
42661,2004,"Kandy Lake",5
42662,2051,"Kandy Lake",5
42663,2380,"Kandy Lake",3
42664,2381,"Kandy Lake",5
42665,1856,"Kandy Lake",3
42666,2382,"Kandy Lake",5
42667,2383,"Tissa Wewa",5
42668,2384,"Tissa Wewa",4
42669,2385,"Tissa Wewa",5
42670,1649,"Tissa Wewa",4
42671,2386,"Tissa Wewa",4
42672,2359,"Tissa Wewa",4
42673,2387,"Tissa Wewa",5
42674,2388,"Tissa Wewa",5
42675,2389,"Tissa Wewa",4
42676,2390,"Tissa Wewa",5
42677,2391,"Tissa Wewa",4
42678,2392,"Tissa Wewa",4
42679,2393,"Tissa Wewa",4
42680,2394,"Tissa Wewa",5
42681,2395,"Tissa Wewa",3
42682,2396,"Tissa Wewa",4
42683,2397,"Tissa Wewa",3
42684,2398,"Tissa Wewa",5
42685,2399,"Tissa Wewa",4
42686,2400,"Tissa Wewa",3
42687,2401,"Tissa Wewa",4
42688,2402,"Tissa Wewa",5
42689,2403,"Tissa Wewa",5
42690,2404,"Tissa Wewa",4
42691,2405,"Tissa Wewa",4
42692,1457,"Tissa Wewa",5
42693,2406,"Tissa Wewa",5
42694,2407,"Tissa Wewa",4
42695,2408,"Tissa Wewa",4
42696,328,"Tissa Wewa",4
42697,2409,"Tissa Wewa",5
42698,2410,"Tissa Wewa",4
42699,2411,"Tissa Wewa",5
42700,2412,"Tissa Wewa",5
42701,2413,"Tissa Wewa",4
42702,2414,"Tissa Wewa",5
42703,2415,"Tissa Wewa",4
42704,911,"Tissa Wewa",4
42705,2416,"Tissa Wewa",5
42706,2417,"Tissa Wewa",4
42707,2418,"Tissa Wewa",5
42708,2419,"Tissa Wewa",4
42709,1745,"Tissa Wewa",4
42710,2420,"Tissa Wewa",5
42711,2421,"Tissa Wewa",5
42712,1944,"Tissa Wewa",2
42713,2422,"Tissa Wewa",5
42714,2423,"Tissa Wewa",4
42715,1053,"Tissa Wewa",4
42716,2424,"Tissa Wewa",5
42717,2425,"Tissa Wewa",4
42718,2426,"Tissa Wewa",5
42719,2427,"Tissa Wewa",4
42720,2428,"Tissa Wewa",5
42721,2429,"Tissa Wewa",5
42722,2430,"Tissa Wewa",5
42723,2431,"Tissa Wewa",5
42724,2432,"Tissa Wewa",5
42725,2433,"Tissa Wewa",4
42726,1046,"Tissa Wewa",4
42727,1457,"Tissa Wewa",5
42728,2434,"Tissa Wewa",4
42729,2435,"Tissa Wewa",5
42730,2436,"Tissa Wewa",5
42731,322,"Tissa Wewa",4
42732,2437,"Tissa Wewa",5
42733,2438,"Tissa Wewa",4
42734,2439,"Tissa Wewa",3
42735,2181,"Tissa Wewa",5
42736,2440,"Tissa Wewa",5
42737,1343,"Tissa Wewa",5
42738,2441,"Tissa Wewa",5
42739,249,"Tissa Wewa",4
42740,2442,"Tissa Wewa",4
42741,242,"Tissa Wewa",4
42742,2443,"Tissa Wewa",5
42743,2444,"Tissa Wewa",5
42744,2445,"Tissa Wewa",5
42745,2446,"Tissa Wewa",5
42746,2447,"Tissa Wewa",5
42747,2448,"Tissa Wewa",4
42748,2449,"Tissa Wewa",4
42749,475,"Tissa Wewa",4
42750,2450,"Tissa Wewa",5
42751,2451,"Tissa Wewa",5
42752,2452,"Tissa Wewa",3
42753,2453,"Tissa Wewa",5
42754,2454,"Tissa Wewa",5
42755,2455,"Tissa Wewa",4
42756,2456,"Tissa Wewa",5
42757,2457,"Tissa Wewa",5
42758,2359,"Twin Baths (Kuttam Pokuna)",4
42759,2458,"Twin Baths (Kuttam Pokuna)",4
42760,2459,"Twin Baths (Kuttam Pokuna)",3
42761,2460,"Twin Baths (Kuttam Pokuna)",5
42762,1469,"Twin Baths (Kuttam Pokuna)",4
42763,2461,"Twin Baths (Kuttam Pokuna)",2
42764,1725,"Twin Baths (Kuttam Pokuna)",4
42765,2462,"Twin Baths (Kuttam Pokuna)",4
42766,1874,"Twin Baths (Kuttam Pokuna)",4
42767,2463,"Twin Baths (Kuttam Pokuna)",3
42768,2464,"Twin Baths (Kuttam Pokuna)",4
42769,2465,"Twin Baths (Kuttam Pokuna)",4
42770,2466,"Twin Baths (Kuttam Pokuna)",4
42771,2467,"Twin Baths (Kuttam Pokuna)",4
42772,2468,"Twin Baths (Kuttam Pokuna)",5
42773,2469,"Twin Baths (Kuttam Pokuna)",4
42774,2470,"Twin Baths (Kuttam Pokuna)",4
42775,2471,"Twin Baths (Kuttam Pokuna)",4
42776,2472,"Twin Baths (Kuttam Pokuna)",4
42777,2473,"Twin Baths (Kuttam Pokuna)",4
42778,2474,"Twin Baths (Kuttam Pokuna)",5
42779,2475,"Twin Baths (Kuttam Pokuna)",4
42780,2476,"Twin Baths (Kuttam Pokuna)",5
42781,2477,"Twin Baths (Kuttam Pokuna)",3
42782,1757,"Twin Baths (Kuttam Pokuna)",4
42783,2478,"Twin Baths (Kuttam Pokuna)",3
42784,2479,"Twin Baths (Kuttam Pokuna)",4
42785,1744,"Twin Baths (Kuttam Pokuna)",5
42786,2480,"Twin Baths (Kuttam Pokuna)",3
42787,1044,"Twin Baths (Kuttam Pokuna)",3
42788,2481,"Twin Baths (Kuttam Pokuna)",4
42789,266,"Twin Baths (Kuttam Pokuna)",3
42790,2482,"Twin Baths (Kuttam Pokuna)",4
42791,2483,"Twin Baths (Kuttam Pokuna)",4
42792,1850,"Twin Baths (Kuttam Pokuna)",5
42793,2484,"Twin Baths (Kuttam Pokuna)",5
42794,2485,"Twin Baths (Kuttam Pokuna)",2
42795,2486,"Twin Baths (Kuttam Pokuna)",3
42796,2487,"Twin Baths (Kuttam Pokuna)",3
42797,2488,"Twin Baths (Kuttam Pokuna)",4
42798,2489,"Twin Baths (Kuttam Pokuna)",4
42799,2490,"Twin Baths (Kuttam Pokuna)",4
42800,2491,"Twin Baths (Kuttam Pokuna)",5
42801,2492,"Twin Baths (Kuttam Pokuna)",4
42802,2493,"Twin Baths (Kuttam Pokuna)",5
42803,2494,"Twin Baths (Kuttam Pokuna)",3
42804,2495,"Twin Baths (Kuttam Pokuna)",4
42805,1757,"Twin Baths (Kuttam Pokuna)",4
42806,1001,"Twin Baths (Kuttam Pokuna)",3
42807,2496,"Twin Baths (Kuttam Pokuna)",4
42808,1759,"Twin Baths (Kuttam Pokuna)",5
42809,2497,"Twin Baths (Kuttam Pokuna)",3
42810,2498,"Twin Baths (Kuttam Pokuna)",4
42811,2499,"Twin Baths (Kuttam Pokuna)",4
42812,2500,"Twin Baths (Kuttam Pokuna)",2
42813,2501,"Twin Baths (Kuttam Pokuna)",4
42814,2502,"Twin Baths (Kuttam Pokuna)",3
42815,2384,"Twin Baths (Kuttam Pokuna)",4
42816,2503,"Twin Baths (Kuttam Pokuna)",3
42817,2504,"Twin Baths (Kuttam Pokuna)",3
42818,2505,"Twin Baths (Kuttam Pokuna)",4
42819,2506,"Twin Baths (Kuttam Pokuna)",4
42820,2506,"Twin Baths (Kuttam Pokuna)",4
42821,2507,"Twin Baths (Kuttam Pokuna)",3
42822,2508,"Twin Baths (Kuttam Pokuna)",4
42823,2509,"Twin Baths (Kuttam Pokuna)",4
42824,2510,"Twin Baths (Kuttam Pokuna)",5
42825,1457,"Twin Baths (Kuttam Pokuna)",5
42826,2511,"Twin Baths (Kuttam Pokuna)",3
42827,2512,"Twin Baths (Kuttam Pokuna)",5
42828,2513,"Twin Baths (Kuttam Pokuna)",4
42829,2514,"Twin Baths (Kuttam Pokuna)",4
42830,2515,"Twin Baths (Kuttam Pokuna)",4
42831,2516,"Twin Baths (Kuttam Pokuna)",4
42832,2517,"Twin Baths (Kuttam Pokuna)",2
42833,2518,"Twin Baths (Kuttam Pokuna)",4
42834,2519,"Twin Baths (Kuttam Pokuna)",4
42835,2520,"Twin Baths (Kuttam Pokuna)",3
42836,2521,"Twin Baths (Kuttam Pokuna)",4
42837,2522,"Twin Baths (Kuttam Pokuna)",5
42838,2523,"Twin Baths (Kuttam Pokuna)",4
42839,2524,"Twin Baths (Kuttam Pokuna)",3
42840,2525,"Twin Baths (Kuttam Pokuna)",1
42841,2526,"Twin Baths (Kuttam Pokuna)",5
42842,2527,"Twin Baths (Kuttam Pokuna)",4
42843,2528,"Twin Baths (Kuttam Pokuna)",4
42844,2529,"Twin Baths (Kuttam Pokuna)",5
42845,2530,"Twin Baths (Kuttam Pokuna)",4
42846,2531,"Twin Baths (Kuttam Pokuna)",3
42847,2532,"Twin Baths (Kuttam Pokuna)",2
42848,2533,"Twin Baths (Kuttam Pokuna)",4
42849,2534,"Twin Baths (Kuttam Pokuna)",4
42850,2535,"Twin Baths (Kuttam Pokuna)",4
42851,2536,"Twin Baths (Kuttam Pokuna)",4
42852,2537,"Twin Baths (Kuttam Pokuna)",4
42853,2538,"Twin Baths (Kuttam Pokuna)",5
42854,2539,"Twin Baths (Kuttam Pokuna)",5
42855,1224,"Twin Baths (Kuttam Pokuna)",5
42856,1856,"Twin Baths (Kuttam Pokuna)",3
42857,1253,"Twin Baths (Kuttam Pokuna)",4
42858,1637,"Twin Baths (Kuttam Pokuna)",5
42859,2540,"Twin Baths (Kuttam Pokuna)",4
42860,497,"Twin Baths (Kuttam Pokuna)",4
42861,2541,"Twin Baths (Kuttam Pokuna)",4
42862,2166,"Twin Baths (Kuttam Pokuna)",4
42863,641,"Twin Baths (Kuttam Pokuna)",3
42864,2542,"Twin Baths (Kuttam Pokuna)",5
42865,2244,"Twin Baths (Kuttam Pokuna)",4
42866,2543,"Twin Baths (Kuttam Pokuna)",4
42867,2544,"Twin Baths (Kuttam Pokuna)",3
42868,2061,"Twin Baths (Kuttam Pokuna)",3
42869,322,"Twin Baths (Kuttam Pokuna)",5
42870,2545,"Twin Baths (Kuttam Pokuna)",4
42871,2546,"Twin Baths (Kuttam Pokuna)",5
42872,2206,"Twin Baths (Kuttam Pokuna)",3
42873,1155,"Twin Baths (Kuttam Pokuna)",4
42874,2547,"Twin Baths (Kuttam Pokuna)",5
42875,2548,"Twin Baths (Kuttam Pokuna)",5
42876,2188,"Twin Baths (Kuttam Pokuna)",3
42877,1520,"Twin Baths (Kuttam Pokuna)",4
42878,2549,"Twin Baths (Kuttam Pokuna)",5
42879,2550,"Twin Baths (Kuttam Pokuna)",3
42880,2551,"Twin Baths (Kuttam Pokuna)",5
42881,2032,"Twin Baths (Kuttam Pokuna)",5
42882,2552,"Twin Baths (Kuttam Pokuna)",5
42883,2553,"Twin Baths (Kuttam Pokuna)",5
42884,1346,"Twin Baths (Kuttam Pokuna)",5
42885,2554,"Twin Baths (Kuttam Pokuna)",4
42886,2375,"Twin Baths (Kuttam Pokuna)",3
42887,2334,"Twin Baths (Kuttam Pokuna)",5
42888,2555,"Twin Baths (Kuttam Pokuna)",4
42889,2556,"Twin Baths (Kuttam Pokuna)",4
42890,2557,"Twin Baths (Kuttam Pokuna)",5
42891,2558,"Twin Baths (Kuttam Pokuna)",3
42892,2559,"Twin Baths (Kuttam Pokuna)",5
42893,2560,"Twin Baths (Kuttam Pokuna)",4
42894,1515,"Twin Baths (Kuttam Pokuna)",5
42895,2561,"Twin Baths (Kuttam Pokuna)",2
42896,2562,"Twin Baths (Kuttam Pokuna)",3
42897,2563,"Twin Baths (Kuttam Pokuna)",3
42898,2564,"Twin Baths (Kuttam Pokuna)",3
42899,2565,"Twin Baths (Kuttam Pokuna)",2
42900,2409,"Twin Baths (Kuttam Pokuna)",3
42901,2566,"Twin Baths (Kuttam Pokuna)",5
42902,2567,"Twin Baths (Kuttam Pokuna)",4
42903,2568,"Twin Baths (Kuttam Pokuna)",4
42904,2569,"Twin Baths (Kuttam Pokuna)",3
42905,2499,"Twin Baths (Kuttam Pokuna)",3
42906,2570,"Twin Baths (Kuttam Pokuna)",4
42907,2571,"Twin Baths (Kuttam Pokuna)",5
42908,2572,"Twin Baths (Kuttam Pokuna)",5
42909,2573,"Twin Baths (Kuttam Pokuna)",4
42910,2574,"Twin Baths (Kuttam Pokuna)",5
42911,2575,"Twin Baths (Kuttam Pokuna)",3
42912,2576,"Twin Baths (Kuttam Pokuna)",4
42913,1777,"Twin Baths (Kuttam Pokuna)",4
42914,2577,"Twin Baths (Kuttam Pokuna)",4
42915,2578,"Twin Baths (Kuttam Pokuna)",3
42916,2579,"Twin Baths (Kuttam Pokuna)",3
42917,2580,"Twin Baths (Kuttam Pokuna)",4
42918,2581,"Twin Baths (Kuttam Pokuna)",5
42919,2582,"Twin Baths (Kuttam Pokuna)",4
42920,2583,"Twin Baths (Kuttam Pokuna)",5
42921,2584,"Twin Baths (Kuttam Pokuna)",4
42922,2585,"Twin Baths (Kuttam Pokuna)",2
42923,975,"Twin Baths (Kuttam Pokuna)",5
42924,2586,"Twin Baths (Kuttam Pokuna)",5
42925,2587,"Twin Baths (Kuttam Pokuna)",4
42926,2588,"Twin Baths (Kuttam Pokuna)",4
42927,2589,"Twin Baths (Kuttam Pokuna)",5
42928,2590,"Twin Baths (Kuttam Pokuna)",5
42929,2591,"Twin Baths (Kuttam Pokuna)",3
42930,2592,"Twin Baths (Kuttam Pokuna)",5
42931,2593,"Twin Baths (Kuttam Pokuna)",4
42932,2594,"Twin Baths (Kuttam Pokuna)",3
42933,2595,"Twin Baths (Kuttam Pokuna)",3
42934,2596,"Twin Baths (Kuttam Pokuna)",4
42935,2597,"Twin Baths (Kuttam Pokuna)",3
42936,2598,"Twin Baths (Kuttam Pokuna)",3
42937,2599,"Twin Baths (Kuttam Pokuna)",4
42938,2600,"Twin Baths (Kuttam Pokuna)",4
42939,2601,"Twin Baths (Kuttam Pokuna)",4
42940,2602,"Twin Baths (Kuttam Pokuna)",5
42941,2603,"Twin Baths (Kuttam Pokuna)",3
42942,2604,"Twin Baths (Kuttam Pokuna)",4
42943,2605,"Twin Baths (Kuttam Pokuna)",3
42944,2606,"Twin Baths (Kuttam Pokuna)",3
42945,2607,"Twin Baths (Kuttam Pokuna)",4
42946,2608,"Twin Baths (Kuttam Pokuna)",4
42947,2609,"Twin Baths (Kuttam Pokuna)",2
42948,2610,"Twin Baths (Kuttam Pokuna)",3
42949,1373,"Ambewela Farms",3
42950,2611,"Ambewela Farms",5
42951,2612,"Ambewela Farms",1
42952,2613,"Ambewela Farms",3
42953,1384,"Ambewela Farms",5
42954,2614,"Ambewela Farms",5
42955,2615,"Ambewela Farms",4
42956,2616,"Ambewela Farms",3
42957,2617,"Ambewela Farms",5
42958,562,"Ambewela Farms",5
42959,1683,"Ambewela Farms",4
42960,2618,"Ambewela Farms",4
42961,2031,"Ambewela Farms",2
42962,2139,"Ambewela Farms",3
42963,2146,"Ambewela Farms",4
42964,2619,"Ambewela Farms",3
42965,2202,"Ambewela Farms",3
42966,2090,"Ambewela Farms",5
42967,2091,"Ambewela Farms",4
42968,2620,"Ambewela Farms",4
42969,2621,"Ambewela Farms",4
42970,2160,"Ambewela Farms",4
42971,1012,"Ambewela Farms",4
42972,2622,"Ambewela Farms",4
42973,2623,"Ambewela Farms",1
42974,2624,"Ambewela Farms",4
42975,2625,"Ambewela Farms",1
42976,2626,"Ambewela Farms",4
42977,2627,"Ambewela Farms",4
42978,2628,"Ambewela Farms",4
42979,641,"Ambewela Farms",4
42980,2629,"Ambewela Farms",4
42981,2630,"Ambewela Farms",4
42982,2631,"Ambewela Farms",5
42983,2630,"Ambewela Farms",4
42984,1092,"Ambewela Farms",4
42985,2632,"Ambewela Farms",5
42986,2633,"Ambewela Farms",5
42987,2634,"Ambewela Farms",4
42988,2635,"Ambewela Farms",3
42989,2636,"Ambewela Farms",5
42990,2637,"Ambewela Farms",4
42991,2638,"Ambewela Farms",4
42992,2639,"Ambewela Farms",3
42993,2640,"Ambewela Farms",3
42994,2641,"Ambewela Farms",4
42995,1060,"Ambewela Farms",4
42996,2642,"Ambewela Farms",5
42997,2643,"Ambewela Farms",5
42998,2644,"Ambewela Farms",4
42999,2645,"Ambewela Farms",4
43000,2646,"Ambewela Farms",5
43001,2647,"Ambewela Farms",5
43002,2648,"Ambewela Farms",4
43003,2649,"Ambewela Farms",4
43004,2650,"Ambewela Farms",5
43005,2651,"Ambewela Farms",3
43006,2048,"Ambewela Farms",2
43007,2652,"Ambewela Farms",5
43008,2004,"Ambewela Farms",4
43009,2019,"Ambewela Farms",4
43010,2178,"Ambewela Farms",1
43011,2033,"Ambewela Farms",1
43012,2653,"Ambewela Farms",5
43013,2654,"Ambewela Farms",3
43014,2655,"Ambewela Farms",4
43015,2656,"Ambewela Farms",4
43016,2657,"Ambewela Farms",5
43017,2658,"Ambewela Farms",4
43018,2659,"Ambewela Farms",5
43019,2660,"Ambewela Farms",3
43020,2661,"Ambewela Farms",3
43021,2662,"Ambewela Farms",5
43022,2663,"Ambewela Farms",2
43023,2664,"Ambewela Farms",5
43024,2665,"Ambewela Farms",3
43025,2666,"Ambewela Farms",5
43026,2667,"Ambewela Farms",4
43027,1447,"Ambewela Farms",3
43028,2668,"Ambewela Farms",4
43029,2669,"Ambewela Farms",5
43030,2670,"Ambewela Farms",4
43031,161,"Ambewela Farms",4
43032,2671,"Ambewela Farms",3
43033,2672,"Ambewela Farms",4
43034,2673,"Ambewela Farms",5
43035,1189,"Ambewela Farms",4
43036,2674,"Ambewela Farms",2
43037,2675,"Ambewela Farms",5
43038,2676,"Ambewela Farms",4
43039,2677,"Ambewela Farms",4
43040,2678,"Ambewela Farms",4
43041,2417,"Ambewela Farms",5
43042,2679,"Ambewela Farms",5
43043,2680,"Ambewela Farms",4
43044,2681,"Ambewela Farms",4
43045,2682,"Ambewela Farms",5
43046,2683,"Ambewela Farms",4
43047,2684,"Ambewela Farms",3
43048,2685,"Ambewela Farms",4
43049,2686,"Ambewela Farms",5
43050,981,"Ambewela Farms",5
43051,2687,"Ambewela Farms",5
43052,2688,"Ambewela Farms",5
43053,2689,"Ambewela Farms",3
43054,2690,"Ambewela Farms",3
43055,2691,"Ambewela Farms",5
43056,2692,"Ambewela Farms",5
43057,2693,"Ambewela Farms",4
43058,2694,"Ambewela Farms",4
43059,2695,"Ambewela Farms",3
43060,2696,"Ambewela Farms",3
43061,2697,"Ambewela Farms",2
43062,2698,"Ambewela Farms",4
43063,1007,"Ambewela Farms",2
43064,2699,"Ambewela Farms",4
43065,2700,"Ambewela Farms",1
43066,2701,"Ambewela Farms",5
43067,2702,"Ambewela Farms",3
43068,2703,"Ambewela Farms",5
43069,2704,"Ambewela Farms",5
43070,2705,"Ambewela Farms",3
43071,2706,"Ambewela Farms",4
43072,2707,"Ambewela Farms",1
43073,2708,"Ambewela Farms",4
43074,2709,"Ambewela Farms",5
43075,2710,"Ambewela Farms",4
43076,1772,"Ambewela Farms",4
43077,2711,"Ambewela Farms",3
43078,2712,"Ambewela Farms",4
43079,2713,"Ambewela Farms",4
43080,2672,"Ambewela Farms",5
43081,2417,"Ambewela Farms",5
43082,2714,"Ambewela Farms",5
43083,2715,"Ambewela Farms",5
43084,2716,"Ambewela Farms",5
43085,2717,"Bluefield Tea Gardens",5
43086,1500,"Bluefield Tea Gardens",5
43087,2135,"Bluefield Tea Gardens",4
43088,1353,"Bluefield Tea Gardens",5
43089,1980,"Bluefield Tea Gardens",4
43090,2718,"Bluefield Tea Gardens",4
43091,2719,"Bluefield Tea Gardens",4
43092,2720,"Bluefield Tea Gardens",5
43093,2029,"Bluefield Tea Gardens",5
43094,199,"Bluefield Tea Gardens",2
43095,2721,"Bluefield Tea Gardens",4
43096,2722,"Bluefield Tea Gardens",3
43097,2723,"Bluefield Tea Gardens",5
43098,2724,"Bluefield Tea Gardens",5
43099,1994,"Bluefield Tea Gardens",5
43100,249,"Bluefield Tea Gardens",4
43101,2725,"Bluefield Tea Gardens",4
43102,2000,"Bluefield Tea Gardens",5
43103,1348,"Bluefield Tea Gardens",5
43104,2726,"Bluefield Tea Gardens",5
43105,2727,"Bluefield Tea Gardens",3
43106,2728,"Bluefield Tea Gardens",4
43107,2729,"Bluefield Tea Gardens",5
43108,2730,"Bluefield Tea Gardens",4
43109,69,"Bluefield Tea Gardens",5
43110,2731,"Bluefield Tea Gardens",5
43111,2732,"Bluefield Tea Gardens",5
43112,2733,"Bluefield Tea Gardens",5
43113,2734,"Bluefield Tea Gardens",5
43114,2735,"Bluefield Tea Gardens",5
43115,2736,"Bluefield Tea Gardens",3
43116,2737,"Bluefield Tea Gardens",3
43117,2738,"Bluefield Tea Gardens",3
43118,1274,"Bluefield Tea Gardens",3
43119,2739,"Bluefield Tea Gardens",4
43120,2018,"Bluefield Tea Gardens",4
43121,2740,"Bluefield Tea Gardens",5
43122,497,"Bluefield Tea Gardens",4
43123,2741,"Bluefield Tea Gardens",4
43124,2330,"Bluefield Tea Gardens",5
43125,2742,"Bluefield Tea Gardens",4
43126,2743,"Bluefield Tea Gardens",5
43127,2004,"Bluefield Tea Gardens",4
43128,2005,"Bluefield Tea Gardens",4
43129,2744,"Bluefield Tea Gardens",4
43130,806,"Bluefield Tea Gardens",5
43131,2745,"Bluefield Tea Gardens",4
43132,2746,"Bluefield Tea Gardens",3
43133,2747,"Bluefield Tea Gardens",5
43134,2748,"Bluefield Tea Gardens",5
43135,2035,"Bluefield Tea Gardens",5
43136,2749,"Bluefield Tea Gardens",3
43137,2750,"Bluefield Tea Gardens",4
43138,2039,"Bluefield Tea Gardens",5
43139,2751,"Bluefield Tea Gardens",4
43140,2041,"Bluefield Tea Gardens",4
43141,626,"Bluefield Tea Gardens",3
43142,2752,"Bluefield Tea Gardens",4
43143,2257,"Bluefield Tea Gardens",5
43144,2753,"Bluefield Tea Gardens",4
43145,2754,"Bluefield Tea Gardens",5
43146,2755,"Bluefield Tea Gardens",5
43147,2756,"Bluefield Tea Gardens",1
43148,2757,"Bluefield Tea Gardens",5
43149,2758,"Bluefield Tea Gardens",4
43150,2759,"Bluefield Tea Gardens",3
43151,2760,"Bluefield Tea Gardens",3
43152,2761,"Bluefield Tea Gardens",4
43153,2762,"Bluefield Tea Gardens",5
43154,2763,"Bluefield Tea Gardens",4
43155,2764,"Bluefield Tea Gardens",5
43156,2104,"Bluefield Tea Gardens",4
43157,2765,"Bluefield Tea Gardens",5
43158,1469,"Bluefield Tea Gardens",2
43159,2766,"Bluefield Tea Gardens",5
43160,2767,"Bluefield Tea Gardens",5
43161,2768,"Bluefield Tea Gardens",5
43162,2096,"Bluefield Tea Gardens",4
43163,2007,"Bluefield Tea Gardens",5
43164,2769,"Bluefield Tea Gardens",5
43165,2012,"Bluefield Tea Gardens",4
43166,2013,"Bluefield Tea Gardens",5
43167,2770,"Bluefield Tea Gardens",3
43168,2771,"Bluefield Tea Gardens",5
43169,2168,"Bluefield Tea Gardens",4
43170,2772,"Bluefield Tea Gardens",4
43171,2773,"Bluefield Tea Gardens",4
43172,2774,"Bluefield Tea Gardens",5
43173,2019,"Bluefield Tea Gardens",4
43174,2775,"Bluefield Tea Gardens",4
43175,2776,"Bluefield Tea Gardens",4
43176,2777,"Bluefield Tea Gardens",5
43177,2778,"Bluefield Tea Gardens",4
43178,2779,"Bluefield Tea Gardens",5
43179,2780,"Bluefield Tea Gardens",5
43180,1373,"Bluefield Tea Gardens",4
43181,2781,"Bluefield Tea Gardens",4
43182,2782,"Bluefield Tea Gardens",2
43183,2783,"Bluefield Tea Gardens",5
43184,2784,"Bluefield Tea Gardens",4
43185,2785,"Bluefield Tea Gardens",5
43186,2786,"Bluefield Tea Gardens",4
43187,2787,"Bluefield Tea Gardens",3
43188,2303,"Bluefield Tea Gardens",4
43189,2788,"Bluefield Tea Gardens",5
43190,2079,"Bluefield Tea Gardens",4
43191,2789,"Bluefield Tea Gardens",5
43192,2790,"Bluefield Tea Gardens",4
43193,2791,"Bluefield Tea Gardens",5
43194,2107,"Bluefield Tea Gardens",4
43195,2792,"Bluefield Tea Gardens",3
43196,2793,"Bluefield Tea Gardens",3
43197,2794,"Bluefield Tea Gardens",3
43198,2795,"Bluefield Tea Gardens",5
43199,2796,"Bluefield Tea Gardens",5
43200,2797,"Bluefield Tea Gardens",5
43201,2798,"Bluefield Tea Gardens",4
43202,2799,"Bluefield Tea Gardens",3
43203,2800,"Bluefield Tea Gardens",3
43204,2801,"Bluefield Tea Gardens",5
43205,2802,"Bluefield Tea Gardens",5
43206,2803,"Bluefield Tea Gardens",5
43207,2125,"Bluefield Tea Gardens",5
43208,2804,"Bluefield Tea Gardens",5
43209,2805,"Bluefield Tea Gardens",5
43210,1660,"Bluefield Tea Gardens",4
43211,2806,"Bluefield Tea Gardens",5
43212,2461,"Bluefield Tea Gardens",5
43213,2807,"Bluefield Tea Gardens",4
43214,2808,"Bluefield Tea Gardens",3
43215,2097,"Bluefield Tea Gardens",5
43216,2809,"Bluefield Tea Gardens",3
43217,2620,"Bluefield Tea Gardens",5
43218,2810,"Bluefield Tea Gardens",5
43219,2811,"Bluefield Tea Gardens",4
43220,2153,"Bluefield Tea Gardens",5
