InputID,Traveller_ID,Helpful_Votes
30622,612,4
30623,613,0
30624,614,0
30625,615,1
30626,275,0
30627,616,0
30628,617,0
30629,618,1
30630,619,1
30631,620,3
30632,621,2
30633,622,0
30634,623,0
30635,624,0
30636,625,2
30637,626,4
30638,627,1
30639,628,0
30640,629,0
30641,630,1
30642,631,1
30643,632,1
30644,633,0
30645,634,0
30646,635,2
30647,636,1
30648,637,0
30649,638,1
30650,639,0
30651,640,1
30652,641,2
30653,642,0
30654,643,0
30655,644,0
30656,645,0
30657,646,1
30658,647,0
30659,648,1
30660,649,1
30661,650,0
30662,651,1
30663,652,0
30664,443,0
30665,653,2
30666,423,1
30667,654,1
30668,655,1
30669,656,1
30670,657,0
30671,658,3
30672,659,0
30673,660,0
30674,661,0
30675,662,1
30676,663,0
30677,664,0
30678,665,0
30679,666,0
30680,667,0
30681,668,0
30682,669,0
30683,670,0
30684,671,0
30685,672,3
30686,673,1
30687,674,0
30688,675,1
30689,676,0
30690,677,0
30691,678,1
30692,679,1
30693,680,1
30694,681,0
30695,682,0
30696,683,2
30697,684,1
30698,685,0
30699,686,3
30700,687,1
30701,688,2
30702,689,0
30703,690,0
30704,691,2
30705,692,4
30706,693,1
30707,694,1
30708,695,1
30709,696,1
30710,697,0
30711,698,0
30712,699,1
30713,700,0
30714,701,0
30715,702,2
30716,481,2
30717,703,0
30718,704,1
30719,705,0
30720,706,0
30721,526,1
30722,707,0
30723,708,1
30724,709,2
30725,710,2
30726,711,0
30727,712,0
30728,507,0
30729,713,0
30730,714,1
30731,715,1
30732,716,0
30733,717,0
30734,718,0
30735,719,1
30736,720,0
30737,721,0
30738,722,0
30739,723,2
30740,523,0
30741,724,1
30742,725,2
30743,726,0
30744,727,0
30745,728,0
30746,729,1
30747,730,0
30748,731,0
30749,732,0
30750,733,3
30751,734,0
30752,735,0
30753,736,1
30754,737,0
30755,738,0
30756,739,1
30757,740,1
30758,741,1
30759,742,0
30760,743,0
30761,744,0
30762,745,0
30763,746,0
30764,747,0
30765,748,4
30766,749,0
30767,750,0
30768,751,2
30769,752,0
30770,753,0
30771,754,1
30772,755,0
30773,756,0
30774,757,1
30775,758,0
30776,759,1
30777,760,0
30778,761,0
30779,762,0
30780,55,2
30781,532,0
30782,763,0
30783,568,4
30784,764,0
30785,765,1
30786,766,1
30787,767,1
30788,768,1
30789,769,0
30790,770,0
30791,771,1
30792,772,0
30793,773,0
30794,774,0
30795,775,0
30796,776,0
30797,777,1
30798,778,0
30799,779,0
30800,780,1
30801,781,0
30802,782,4
30803,783,2
30804,784,0
30805,785,1
30806,786,1
30807,787,1
30808,788,0
30809,789,0
30810,790,0
30811,791,2
30812,792,0
30813,9,1
30814,793,0
30815,794,0
30816,795,1
30817,796,0
30818,322,0
30819,797,0
30820,798,1
30821,799,1
30822,800,0
30823,801,0
30824,802,0
30825,803,0
30826,804,0
30827,805,1
30828,806,0
30829,807,1
30830,808,3
30831,471,0
30832,809,0
30833,810,0
30834,811,0
30835,812,0
30836,813,1
30837,814,0
30838,815,0
30839,816,0
30840,817,0
30841,818,0
30842,819,1
30843,820,2
30844,821,2
30845,822,0
30846,823,0
30847,824,0
30848,825,0
30849,826,0
30850,827,2
30851,828,1
30852,829,0
30853,830,0
30854,831,0
30855,322,0
30856,832,0
30857,833,0
30858,834,0
30859,835,0
30860,836,0
30861,837,0
30862,838,0
30863,839,1
30864,840,0
30865,841,0
30866,842,0
30867,843,0
30868,844,0
30869,845,0
30870,846,0
30871,847,2
30872,848,0
30873,849,0
30874,850,0
30875,851,0
30876,852,0
30877,853,1
30878,854,0
30879,855,0
30880,856,0
30881,857,1
30882,858,0
30883,859,0
30884,860,0
30885,861,1
30886,862,0
30887,863,0
30888,864,1
30889,865,0
30890,866,0
30891,867,0
30892,868,0
30893,869,0
30894,870,0
30895,871,0
30896,872,0
30897,873,0
30898,874,0
30899,875,2
30900,876,1
30901,877,0
30902,878,0
30903,879,1
30904,880,0
30905,881,1
30906,882,0
30907,883,1
30908,884,2
30909,885,0
30910,886,0
30911,887,0
30912,888,0
30913,309,0
30914,889,0
30915,890,0
30916,891,0
30917,892,0
30918,893,2
30919,894,1
30920,895,0
30921,896,2
30922,897,0
30923,898,0
30924,899,0
30925,900,0
30926,901,0
30927,902,0
30928,903,0
30929,904,0
30930,905,1
30931,906,0
30932,907,0
30933,908,0
30934,909,0
30935,910,0
30936,911,0
30937,912,2
30938,913,0
30939,914,0
30940,915,0
30941,916,0
30942,917,1
30943,918,0
30944,919,0
30945,920,0
30946,921,0
30947,922,1
30948,923,0
30949,924,0
30950,925,0
30951,926,0
30952,927,0
30953,928,0
30954,929,0
30955,930,0
30956,931,0
30957,932,0
30958,933,0
30959,934,0
30960,935,2
30961,936,0
30962,937,0
30963,938,0
30964,939,0
30965,940,1
30966,941,0
30967,942,0
30968,943,0
30969,944,0
30970,945,0
30971,946,0
30972,947,0
30973,948,0
30974,949,0
30975,950,0
30976,951,0
30977,952,0
30978,953,0
30979,954,0
30980,955,0
30981,956,0
30982,957,0
30983,958,1
30984,959,0
30985,960,0
30986,961,1
30987,962,1
30988,963,0
30989,964,0
30990,965,0
30991,966,0
30992,967,0
30993,968,0
30994,969,0
30995,970,0
30996,971,0
30997,972,0
30998,973,0
30999,974,0
41000,975,0
41001,976,0
41002,977,0
41003,978,1
41004,979,0
41005,980,0
41006,981,0
41007,982,0
41008,983,0
41009,984,2
41010,985,0
41011,986,2
41012,987,0
41013,988,0
41014,989,0
41015,990,0
41016,991,0
41017,992,0
41018,993,2
41019,994,0
41020,995,0
41021,996,0
41022,997,1
41023,998,0
41024,999,0
41025,1000,0
41026,1001,0
41027,1002,0
41028,1003,0
41029,1004,0
41030,1005,0
41031,1006,0
41032,1007,0
41033,1008,0
41034,1009,0
41035,1010,0
41036,319,1
41037,1011,0
41038,1012,1
41039,1013,1
41040,1014,0
41041,322,0
41042,1015,0
41043,1016,1
41044,1017,0
41045,1018,2
41046,1019,0
41047,1020,1
41048,1021,0
41049,1022,1
41050,1023,1
41051,1024,0
41052,1025,0
41053,1026,0
41054,1027,1
41055,1028,0
41056,1029,4
41057,1030,3
41058,1031,0
41059,1032,0
41060,1033,1
41061,1034,0
41062,1035,0
41063,161,0
41064,1036,1
41065,1037,0
41066,1038,1
41067,1039,0
41068,1040,1
41069,1041,0
41070,1042,0
41071,1043,0
41072,1044,0
41073,1045,0
41074,1046,0
41075,1047,1
41076,1048,0
41077,1049,0
41078,1050,0
41079,1051,0
41080,1052,1
41081,1053,0
41082,1054,0
41083,1055,1
41084,1056,0
41085,1057,0
41086,1058,0
41087,1059,1
41088,1060,1
41089,1061,1
41090,1062,0
41091,1063,0
41092,1064,1
41093,1065,1
41094,1066,0
41095,1067,1
41096,1068,1
41097,1069,2
41098,1070,0
41099,1071,0
41100,1072,0
41101,1073,0
41102,1074,1
41103,1075,0
41104,1076,0
41105,1077,0
41106,1078,0
41107,1079,0
41108,1080,1
41109,1081,0
41110,1082,0
41111,1083,0
41112,1084,0
41113,1085,0
41114,1086,0
41115,1087,0
41116,1088,0
41117,1089,1
41118,166,0
41119,1090,0
41120,1091,0
41121,1092,0
41122,1093,0
41123,1094,0
41124,1095,0
41125,1096,0
41126,98,0
41127,1097,1
41128,1098,0
41129,1099,0
41130,1100,0
41131,1101,1
41132,1102,0
41133,1103,0
41134,1104,1
41135,1105,1
41136,1106,1
41137,1107,2
41138,1108,0
41139,1109,1
41140,1110,3
41141,1111,2
41142,1112,0
41143,1113,4
41144,1114,2
41145,1115,2
41146,1116,1
41147,1117,0
41148,1118,1
41149,1119,2
41150,1120,2
41151,333,2
41152,1121,0
41153,1122,1
41154,1123,1
41155,1124,1
41156,1125,0
41157,1126,2
41158,1127,1
41159,1128,1
41160,1129,0
41161,1130,1
41162,1131,1
41163,1132,0
41164,1133,0
41165,1134,0
41166,1135,1
41167,1136,2
41168,1137,2
41169,1138,2
41170,1139,0
41171,1140,1
41172,1141,1
41173,1142,0
41174,1143,0
41175,1144,0
41176,1145,0
41177,1146,1
41178,1147,0
41179,1148,0
41180,1149,0
41181,1150,1
41182,1151,1
41183,1152,0
41184,1153,1
41185,1154,1
41186,437,2
41187,1155,6
41188,1156,0
41189,1157,0
41190,319,1
41191,1158,0
41192,1159,0
41193,1160,0
41194,62,0
41195,1161,0
41196,1162,0
41197,1041,1
41198,1163,0
41199,1164,0
41200,1165,0
41201,1166,0
41202,1167,0
41203,1168,0
41204,1169,1
41205,1170,0
41206,1171,0
41207,1172,0
41208,1173,0
41209,1174,1
41210,1175,0
41211,1176,0
41212,1177,0
41213,1178,0
41214,1179,0
41215,222,0
41216,1180,1
41217,1181,0
41218,1182,1
41219,1183,1
41220,1184,0
41221,1185,1
41222,1186,0
41223,423,2
41224,1187,2
41225,1188,1
41226,1189,0
41227,1190,2
41228,1191,2
41229,429,1
41230,1192,0
41231,1193,0
41232,1194,1
41233,426,2
41234,1195,3
41235,1196,0
41236,1197,0
41237,1198,0
41238,1199,2
41239,1200,1
41240,1201,0
41241,1202,0
41242,1203,1
41243,1204,0
41244,733,2
41245,1205,0
41246,1206,0
41247,1207,0
41248,1208,0
41249,1209,0
41250,1210,2
41251,1211,10
41252,1212,0
41253,1213,2
41254,1214,0
41255,233,0
41256,1215,0
41257,1216,0
41258,1217,0
41259,606,0
41260,1218,0
41261,608,1
41262,1219,0
41263,1220,0
41264,1221,1
41265,1222,0
41266,1060,0
41267,242,0
41268,1223,0
41269,1224,1
41270,1225,5
41271,1226,2
41272,1227,0
41273,1228,0
41274,1229,0
41275,616,0
41276,1230,2
41277,1231,0
41278,1232,0
41279,1233,1
41280,1234,0
41281,1235,0
41282,1236,2
41283,1237,1
41284,1238,0
41285,1239,1
41286,1240,1
41287,1241,0
41288,625,2
41289,623,1
41290,1242,0
41291,1243,1
41292,1244,0
41293,1245,17
41294,1246,1
41295,1247,2
41296,693,1
41297,1248,1
41298,502,0
41299,1075,2
41300,1249,1
41301,1250,1
41302,1251,0
41303,1252,1
41304,1253,0
41305,1254,0
41306,1255,2
41307,1256,0
41308,1257,1
41309,1258,1
41310,1259,0
41311,1260,1
41312,1261,0
41313,655,0
41314,1262,0
41315,1263,0
41316,1264,0
41317,1265,1
41318,1266,0
41319,1267,0
41320,1268,0
41321,1269,0
41322,275,0
41323,1270,0
41324,1271,0
41325,1272,0
41326,1273,0
41327,504,2
41328,1274,1
41329,1275,0
41330,1276,0
41331,1277,0
41332,1278,0
41333,1279,0
41334,1280,0
41335,1281,0
41336,1282,1
41337,499,0
41338,1283,0
41339,1284,1
41340,1285,0
41341,1286,0
41342,1287,0
41343,523,0
41344,1288,0
41345,1289,1
41346,1290,1
41347,1291,0
41348,722,1
41349,13,1
41350,1292,2
41351,1293,0
41352,1294,0
41353,1295,1
41354,1296,0
41355,1297,0
41356,1298,0
41357,457,1
41358,1299,2
41359,1300,0
41360,1301,0
41361,1302,0
41362,99,1
41363,1303,0
41364,1304,0
41365,1305,0
41366,1306,1
41367,1307,0
41368,481,1
41369,1308,0
41370,483,0
41371,1309,1
41372,1310,0
41373,1311,4
41374,1312,2
41375,1313,1
41376,1314,0
41377,1315,0
41378,1316,0
41379,382,0
41380,1317,1
41381,1318,0
41382,1319,0
41383,1320,0
41384,1321,0
41385,1322,0
41386,1323,0
41387,9,1
41388,1324,2
41389,985,1
41390,1325,17
41391,1326,0
41392,1327,0
41393,1328,2
41394,1329,0
41395,1330,2
41396,1331,0
41397,1332,1
41398,1333,0
41399,1334,1
41400,1335,0
41401,1336,0
41402,1337,1
41403,1338,2
41404,1339,2
41405,1340,0
41406,1341,0
41407,1342,0
41408,1343,1
41409,1344,0
41410,1345,0
41411,1346,0
41412,1347,2
41413,1348,0
41414,1349,0
41415,1350,0
41416,1351,0
41417,1352,1
41418,1353,0
41419,1354,2
41420,1236,2
41421,1355,1
41422,1356,0
41423,1357,0
41424,1358,0
41425,1359,2
41426,1360,1
41427,1361,0
41428,1362,1
41429,1363,0
41430,1364,0
41431,1365,1
41432,1366,0
41433,1367,0
41434,1368,0
41435,1369,0
41436,1370,0
41437,1371,0
41438,1372,0
41439,1373,0
41440,1374,2
41441,1375,1
41442,1376,0
41443,1377,2
41444,1378,0
41445,1379,0
41446,1380,0
41447,1381,0
41448,1382,0
41449,1383,1
41450,1384,0
41451,1385,0
41452,1386,1
41453,750,0
41454,1373,0
41455,1387,71
41456,1388,0
41457,1389,0
41458,1390,0
41459,1391,0
41460,1392,0
41461,1393,2
41462,1394,0
41463,1395,0
41464,285,0
41465,319,0
41466,1396,0
41467,1397,0
41468,1398,2
41469,1399,0
41470,1400,0
41471,1401,2
41472,1402,0
41473,1403,0
41474,1075,0
41475,1404,0
41476,1405,0
41477,1406,0
41478,1407,0
41479,1408,1
41480,1409,1
41481,1410,1
41482,1411,0
41483,1412,3
41484,497,0
41485,392,2
41486,1413,1
41487,1414,0
41488,1415,0
41489,1416,1
41490,1417,0
41491,1418,2
41492,1419,1
41493,1420,0
41494,1421,0
41495,1422,0
41496,1423,0
41497,1424,0
41498,1425,0
41499,1426,0
41500,1427,0
41501,1428,0
41502,1429,2
41503,1430,0
41504,1431,0
41505,1432,0
41506,1433,0
41507,1434,0
41508,1435,2
41509,1436,1
41510,1437,0
41511,1438,0
41512,1439,0
41513,716,0
41514,1440,0
41515,1441,1
41516,1442,0
41517,1443,0
41518,1444,0
41519,1445,2
41520,1446,0
41521,1447,0
41522,1448,1
41523,1449,0
41524,1450,0
41525,1451,1
41526,163,0
41527,1452,1
41528,1453,0
41529,1454,0
41530,1455,0
41531,1456,0
41532,1457,0
41533,1458,0
41534,1459,1
41535,880,0
41536,1460,0
41537,1461,0
41538,1462,0
41539,1463,0
41540,222,0
41541,635,0
41542,1464,0
41543,1465,0
41544,1466,0
41545,1467,0
41546,1468,1
41547,1469,0
41548,1470,1
41549,1471,0
41550,1472,0
41551,1473,0
41552,1474,0
41553,1475,0
41554,1476,1
41555,1477,1
41556,1478,0
41557,1479,0
41558,1480,0
41559,1481,0
41560,1482,1
41561,1483,0
41562,1484,1
41563,1485,0
41564,1486,0
41565,1487,0
41566,1488,0
41567,1489,0
41568,1490,0
41569,1491,2
41570,1492,0
41571,1493,1
41572,1494,0
41573,1495,0
41574,1496,0
41575,1497,0
41576,1498,0
41577,1499,1
41578,643,1
41579,1500,0
41580,1501,0
41581,1502,3
41582,1503,1
41583,1504,2
41584,1505,2
41585,1506,1
41586,1155,8
41587,1507,0
41588,1508,0
41589,1509,1
41590,1188,1
41591,1510,0
41592,1511,1
41593,1512,0
41594,1513,1
41595,1514,3
41596,1515,0
41597,1516,0
41598,1517,0
41599,1518,0
41600,1519,0
41601,1520,0
41602,1521,0
41603,1257,1
41604,1522,2
41605,1523,2
41606,1524,0
41607,322,0
41608,430,0
41609,1525,2
41610,1526,0
41611,1527,0
41612,1528,0
41613,1529,0
41614,1199,2
41615,1530,0
41616,1531,0
41617,1532,0
41618,1533,0
41619,233,0
41620,1534,2
41621,1535,1
41622,1536,1
41623,1537,1
41624,242,0
41625,1538,2
41626,1539,0
41627,1540,0
41628,1541,0
41629,496,2
41630,1542,0
41631,1543,2
41632,1544,0
41633,1545,0
41634,1546,0
41635,1547,0
41636,1548,0
41637,1549,0
41638,1550,1
41639,1551,0
41640,1552,0
41641,1325,14
41642,1553,0
41643,1554,0
41644,1555,1
41645,1556,1
41646,1557,1
41647,64,2
41648,1558,2
41649,1559,0
41650,1560,0
41651,1561,1
41652,67,0
41653,1562,62
41654,1563,0
41655,1564,2
41656,1565,0
41657,1566,0
41658,1567,2
41659,1568,0
41660,1569,2
41661,245,0
41662,1570,0
41663,1571,0
41664,1572,3
41665,1573,1
41666,1574,1
41667,1575,0
41668,1576,1
41669,351,0
41670,1577,0
41671,1578,0
41672,1579,0
41673,1580,2
41674,1581,0
41675,1582,1
41676,1583,1
41677,1584,3
41678,1585,0
41679,1586,0
41680,1587,1
41681,1588,0
41682,1589,0
41683,1590,0
41684,1591,0
41685,1592,1
41686,1593,0
41687,1594,0
41688,1595,1
41689,528,0
41690,1596,0
41691,1597,0
41692,1598,1
41693,1599,0
41694,1600,0
41695,408,0
41696,1601,0
41697,1602,1
41698,1603,1
41699,1604,0
41700,1605,0
41701,1606,0
41702,1607,0
41703,374,0
41704,1608,0
41705,1609,0
41706,1610,0
41707,1611,0
41708,1612,2
41709,1613,2
41710,1614,2
41711,1615,0
41712,1616,0
41713,1307,0
41714,1617,0
41715,1618,1
41716,1619,3
41717,1620,0
41718,1621,0
41719,1622,1
41720,1623,0
41721,1289,0
41722,1624,0
41723,1625,0
41724,1626,1
41725,1627,1
41726,1628,0
41727,1629,0
41728,1630,0
41729,1631,1
41730,1632,2
41731,1633,0
41732,1634,0
41733,1635,0
41734,1636,0
41735,1637,0
41736,1638,1
41737,1639,1
41738,1640,0
41739,1305,0
41740,1641,0
41741,1642,0
41742,1643,0
41743,1253,1
41744,1644,0
41745,1645,0
41746,1646,0
41747,1647,0
41748,1648,0
41749,1649,0
41750,1650,1
41751,1651,0
41752,1652,0
41753,1653,0
41754,1654,0
41755,1655,0
41756,1656,0
41757,1031,0
41758,1657,0
41759,1658,0
41760,1659,0
41761,1660,0
41762,1661,2
41763,1662,0
41764,1663,0
41765,1664,0
41766,1665,0
41767,1666,0
41768,1667,0
41769,1668,0
41770,1669,0
41771,1670,0
41772,1671,1
41773,1672,0
41774,1673,1
41775,23,0
41776,1674,0
41777,1675,0
41778,1676,0
41779,1677,0
41780,1678,1
41781,1679,1
41782,1680,0
41783,1681,0
41784,1682,0
41785,1683,0
41786,1684,0
41787,1685,1
41788,1235,1
41789,1686,0
41790,1687,1
41791,1688,0
41792,1689,0
41793,1690,1
41794,1691,2
41795,1692,0
41796,1693,0
41797,1694,0
41798,1695,0
41799,1549,0
41800,1696,0
41801,1697,1
41802,668,0
41803,1698,1
41804,1699,0
41805,1700,0
41806,1701,0
41807,1702,1
41808,1703,0
41809,806,0
41810,1704,1
41811,1705,1
41812,1706,1
41813,1707,1
41814,1708,2
41815,1709,1
41816,1710,0
41817,1711,1
41818,1712,0
41819,1713,0
41820,1714,1
41821,475,0
41822,1715,1
41823,747,0
41824,1716,1
41825,1717,2
41826,1718,0
41827,1719,0
41828,1720,0
41829,1721,0
41830,37,0
41831,1722,0
41832,1723,1
41833,1724,2
41834,1725,0
41835,1726,0
41836,1727,0
41837,1728,1
41838,1729,0
41839,1455,1
41840,1730,2
41841,1731,1
41842,1091,0
41843,1092,0
41844,1732,1
41845,1733,0
41846,1734,0
41847,1735,0
41848,1736,0
41849,1737,0
41850,1738,0
41851,1739,0
41852,1740,0
41853,1741,0
41854,1742,0
41855,1743,0
41856,1744,0
41857,1745,0
41858,1746,0
41859,1747,0
41860,1748,0
41861,1749,1
41862,1750,0
41863,1751,0
41864,1010,0
41865,1752,1
41866,1753,2
41867,1754,0
41868,1755,0
41869,1052,0
41870,1756,0
41871,1757,0
41872,1758,0
41873,1759,0
41874,1760,0
41875,1761,1
41876,1762,5
41877,1763,0
