InputID,Traveller_ID,Helpful_Votes
43667,3189,0
43668,3190,0
43669,3191,0
43670,3192,0
43671,3193,2
43672,2206,3
43673,1155,9
43674,3194,0
43675,426,2
43676,3195,0
43677,451,0
43678,3196,2
43679,3197,0
43680,3198,0
43681,3199,0
43682,2651,0
43683,3200,0
43684,2332,0
43685,3201,0
43686,2375,0
43687,242,0
43688,1856,0
43689,3202,0
43690,3203,0
43691,3204,0
43692,3205,0
43693,2265,0
43694,812,0
43695,3206,1
43696,3207,0
43697,2275,1
43698,3208,0
43699,3209,2
43700,3210,1
43701,3211,0
43702,3212,0
43703,2250,1
43704,2038,0
43705,3213,0
43706,3214,0
43707,3215,1
43708,508,1
43709,3216,3
43710,3217,0
43711,2080,0
43712,1898,0
43713,3218,0
43714,3219,1
43715,3220,1
43716,3221,2
43717,3222,0
43718,3223,2
43719,3224,0
43720,3225,0
43721,3226,0
43722,3227,0
43723,3228,1
43724,1874,0
43725,3229,0
43726,3230,0
43727,3231,0
43728,3232,2
43729,3233,0
43730,3234,0
43731,3235,0
43732,3236,2
43733,3237,0
43734,3238,0
43735,3239,0
43736,3240,0
43737,3241,0
43738,3242,2
43739,3243,0
43740,3244,0
43741,3245,0
43742,3246,0
43743,3247,2
43744,3248,2
43745,3249,2
43746,1189,0
43747,3250,0
43748,3251,0
43749,3252,1
43750,3253,0
43751,3254,0
43752,3255,0
43753,3256,0
43754,3257,0
43755,3258,0
43756,3259,4
43757,3260,0
43758,3261,0
43759,1062,0
43760,3262,0
43761,3263,0
43762,3264,0
43763,3265,0
43764,3266,1
43765,3267,1
43766,3268,0
43767,3269,1
43768,3270,0
43769,3271,1
43770,3272,0
43771,3273,0
43772,2470,0
43773,3274,0
43774,3275,0
43775,3276,0
43776,3277,2
43777,3278,0
43778,3279,0
43779,3280,0
43780,3281,0
43781,3282,0
43782,1093,0
43783,3283,0
43784,3284,0
43785,3285,0
43786,3286,0
43787,3287,0
43788,3288,1
43789,3289,0
43790,3290,1
43791,3291,0
43792,3292,0
43793,992,0
43794,3293,0
43795,3294,0
43796,3295,0
43797,3296,0
43798,3297,0
43799,3298,0
43800,3299,0
43801,3300,1
43802,3301,0
43803,3302,1
43804,3303,0
43805,3304,0
43806,3305,0
43807,3306,0
43808,3307,0
43809,3308,0
43810,3309,0
43811,3310,0
43812,3311,0
43813,3312,0
43814,3313,0
43815,263,0
43816,49,0
43817,2448,0
43818,3314,0
43819,3315,0
43820,3316,0
43821,3317,0
43822,3318,1
43823,3319,1
43824,3320,0
43825,3321,1
43826,3322,0
43827,3323,0
43828,3324,0
43829,3325,0
43830,3326,0
43831,2493,2
43832,3327,0
43833,3328,0
43834,3329,0
43835,2495,0
43836,3330,0
43837,3331,4
43838,3332,0
43839,3333,0
43840,3334,1
43841,3335,1
43842,3336,1
43843,3337,1
43844,3338,0
43845,3339,0
43846,3340,0
43847,2561,1
43848,3341,0
43849,2560,1
43850,3342,0
43851,3343,0
43852,3344,0
43853,3345,0
43854,3346,0
43855,3347,0
43856,3348,0
43857,3349,0
43858,3350,0
43859,3351,1
43860,3352,1
43861,2409,1
43862,3353,2
43863,2567,3
43864,3354,1
43865,3355,1
43866,3356,0
43867,3357,0
43868,3358,0
43869,3359,1
43870,3360,1
43871,3361,0
43872,3362,0
43873,3363,0
43874,3364,0
43875,3365,0
43876,3366,0
43877,3367,1
43878,3368,0
43879,3369,0
43880,3370,0
43881,1740,0
43882,189,0
43883,3371,0
43884,3372,0
43885,3373,1
43886,3374,0
43887,3375,0
43888,3376,0
43889,3377,2
43890,3378,1
43891,3379,1
43892,3380,0
43893,3381,0
43894,3382,0
43895,3383,1
43896,3384,0
43897,3385,0
43898,3386,0
43899,3387,0
43900,2954,0
43901,3388,0
43902,3389,1
43903,3390,0
43904,3391,0
43905,3392,0
43906,3393,0
43907,3394,0
43908,3395,1
43909,3396,1
43910,3397,1
43911,3398,1
43912,3399,1
43913,3400,1
43914,3401,0
43915,3402,0
43916,2531,0
43917,3403,1
43918,3404,1
43919,3405,1
43920,3406,1
43921,3407,1
43922,3408,1
43923,3409,0
43924,3410,0
43925,3411,1
43926,3412,0
43927,3413,1
43928,3414,1
43929,3415,0
43930,3416,0
43931,3417,1
43932,3418,2
43933,3419,0
43934,3420,3
43935,3421,0
43936,3422,1
43937,3423,0
43938,3424,2
43939,3425,0
43940,3426,0
43941,3427,2
43942,3428,1
43943,3429,0
43944,3430,0
43945,3431,0
43946,3432,1
43947,3433,0
43948,3434,0
43949,3435,0
43950,3436,0
43951,3437,0
43952,3438,0
43953,3439,0
43954,3440,0
43955,3441,0
43956,26,0
43957,3442,1
43958,3443,1
43959,3444,16
43960,3445,1
43961,3446,0
43962,3447,1
43963,3448,0
43964,3449,0
43965,3450,0
43966,3451,0
43967,3452,0
43968,3453,3
43969,3454,0
43970,3455,0
43971,3456,1
43972,3457,0
43973,3458,0
43974,3459,1
43975,3460,0
43976,3461,0
43977,3462,0
43978,3463,3
43979,3464,0
43980,1557,1
43981,3465,1
43982,3466,1
43983,3467,0
43984,3468,2
43985,3469,0
43986,3470,0
43987,1829,2
43988,3471,0
43989,3472,0
43990,3473,1
43991,3474,1
43992,3475,1
43993,3476,0
43994,3477,2
43995,1564,2
43996,3478,0
43997,641,0
43998,1163,0
43999,3479,0
44000,1984,2
44001,3480,0
44002,3481,0
44003,2312,1
44004,3482,2
44005,3483,0
44006,3484,0
44007,3485,0
44008,3486,0
44009,3487,0
44010,3488,0
44011,3489,0
44012,3490,0
44013,2200,0
44014,3491,0
44015,3492,0
44016,3493,1
44017,3494,0
44018,3495,1
44019,3496,0
44020,3497,0
44021,3498,1
44022,3499,0
44023,3500,2
44024,3501,1
44025,3502,0
44026,1215,0
44027,3503,0
44028,3504,2
44029,3505,1
44030,3506,2
44031,3507,1
44032,3508,0
44033,3509,0
44034,3510,0
44035,3511,0
44036,2248,0
44037,3512,0
44038,3513,1
44039,3514,0
44040,3515,0
44041,3516,0
44042,1599,0
44043,2350,0
44044,3517,1
44045,3518,1
44046,3519,0
44047,3520,1
44048,3521,0
44049,3522,0
44050,513,3
44051,3523,0
44052,3524,1
44053,3525,0
44054,3526,0
44055,3527,0
44056,2277,0
44057,3528,0
44058,3529,0
44059,3530,2
44060,3531,0
44061,3532,1
44062,3533,0
44063,3534,0
44064,3535,1
44065,3536,1
44066,3537,2
44067,3538,0
44068,3539,1
44069,3540,1
44070,3541,0
44071,3542,1
44072,3543,1
44073,3544,0
44074,2111,0
44075,3545,1
44076,3546,0
44077,3547,0
44078,3548,0
44079,3549,1
44080,3550,1
44081,3551,1
44082,3552,1
44083,3553,1
44084,3554,1
44085,3328,1
44086,3555,1
44087,3556,5
44088,3557,1
44089,3558,1
44090,3559,1
44091,3560,0
44092,3561,0
44093,3562,2
44094,3563,0
44095,3564,0
44096,3565,0
44097,3566,1
44098,3382,0
44099,3567,0
44100,3568,0
44101,3569,1
44102,3570,0
44103,3571,1
44104,3572,0
44105,3573,0
44106,3574,1
44107,3575,0
44108,3576,1
44109,3577,0
44110,3578,0
44111,3579,0
44112,3580,0
44113,3581,0
44114,3582,0
44115,3583,0
44116,3584,1
44117,3585,0
44118,3586,0
44119,3587,1
44120,3588,1
44121,84,0
44122,3589,0
44123,3590,0
44124,3591,1
44125,3592,1
44126,3593,0
44127,3594,0
44128,3595,1
44129,3596,0
44130,3597,0
44131,3598,0
44132,3599,0
44133,3600,0
44134,3601,0
44135,3602,0
44136,3603,0
44137,3604,0
44138,3605,0
44139,3606,0
44140,3607,1
44141,62,0
44142,3608,1
44143,3609,0
44144,3610,1
44145,3611,0
44146,3612,0
44147,554,0
44148,3613,1
44149,779,0
44150,3614,0
44151,3615,1
44152,1713,1
44153,746,0
44154,3616,1
44155,3617,0
44156,3618,1
44157,3619,1
44158,3620,1
44159,3621,0
44160,3622,0
44161,3623,0
44162,3624,0
44163,3625,1
44164,3626,0
44165,3627,0
44166,3628,0
44167,3629,0
44168,3630,0
44169,3631,0
44170,3632,0
44171,3633,0
44172,3634,0
44173,3635,0
44174,3636,0
44175,3637,0
44176,3638,2
44177,3639,1
44178,3640,0
44179,3641,0
44180,3642,0
44181,3643,0
44182,3644,0
44183,3645,0
44184,3646,0
44185,3647,0
44186,3648,0
44187,3649,0
44188,3650,1
44189,3651,0
44190,3652,0
44191,759,0
44192,3653,2
44193,3654,0
44194,3655,2
44195,3656,0
44196,3657,1
44197,3658,0
44198,3659,1
44199,3660,0
44200,3661,1
44201,3662,0
44202,3663,0
44203,3664,0
44204,3665,2
44205,3666,0
44206,3667,0
44207,3668,1
44208,3669,0
44209,3670,2
44210,3671,0
44211,3672,0
44212,3673,3
44213,3674,0
44214,3675,0
44215,3676,0
44216,3677,1
44217,3678,0
44218,3679,2
44219,3680,1
44220,3681,0
44221,3682,0
44222,3683,0
44223,3684,0
44224,3685,0
44225,3686,1
44226,2770,0
44227,3687,0
44228,3688,0
44229,3689,3
44230,3690,0
44231,3691,2
44232,3692,1
44233,1201,1
44234,3693,1
44235,3694,3
44236,3695,1
44237,3696,1
44238,3697,1
44239,3698,0
44240,3699,1
44241,3700,3
44242,3701,0
44243,3702,0
44244,3703,0
44245,3704,0
44246,3705,0
44247,3706,1
44248,1162,0
44249,3707,0
44250,643,0
44251,3708,0
44252,1237,0
44253,623,2
44254,3709,2
44255,1994,2
44256,3710,3
44257,3711,4
44258,3712,1
44259,3713,2
44260,3714,1
44261,3715,2
44262,3716,0
44263,3717,1
44264,272,0
44265,3718,0
44266,3719,2
44267,3720,0
44268,3721,1
44269,3722,1
44270,3723,1
44271,3724,1
44272,3725,0
44273,3726,0
44274,3727,0
44275,3728,0
44276,3729,0
44277,3730,1
44278,3731,1
44279,2840,2
44280,3732,1
44281,3733,0
44282,3734,0
44283,3735,0
44284,3736,0
44285,3737,0
44286,3738,0
44287,3739,2
44288,3740,0
44289,3741,0
44290,581,0
44291,3742,2
44292,3743,0
44293,3744,1
44294,3745,3
44295,3746,1
44296,3747,0
44297,3748,1
44298,3749,2
44299,3750,0
44300,2156,0
44301,3751,0
44302,3752,1
44303,3753,0
44304,3754,0
44305,3755,0
44306,808,0
44307,3756,1
44308,3757,3
44309,3758,0
44310,530,1
44311,3759,0
44312,3760,2
44313,759,1
44314,2344,0
44315,3761,0
44316,3762,0
44317,3763,1
44318,3764,0
44319,3765,2
44320,3766,1
44321,3767,0
44322,3768,0
44323,3769,0
44324,3770,0
44325,3771,0
44326,3772,1
44327,3773,0
44328,3774,1
44329,3775,0
44330,3776,0
44331,3777,1
44332,3778,0
44333,3779,1
44334,3780,0
44335,3781,0
44336,3782,0
44337,3783,0
44338,3784,0
44339,3785,1
44340,3786,0
44341,3787,0
44342,3788,1
44343,3789,0
44344,801,0
44345,714,2
44346,3790,1
44347,3791,0
44348,3792,1
44349,3793,0
44350,3794,0
44351,3795,0
44352,747,0
44353,3796,0
44354,3797,0
44355,3798,1
44356,3799,3
44357,3800,0
44358,3801,1
44359,3802,0
44360,3803,0
44361,3804,0
44362,3805,0
44363,3806,1
44364,3807,0
44365,3808,0
44366,3809,0
44367,862,0
44368,3810,0
44369,3811,2
44370,3812,0
44371,3813,0
44372,3814,0
44373,3815,0
44374,3816,1
44375,3817,3
44376,3818,0
44377,3819,0
44378,3820,0
44379,3821,0
44380,3822,1
44381,3823,0
44382,3824,1
44383,3825,0
44384,3826,0
44385,3827,1
44386,3282,0
44387,947,0
44388,3828,1
44389,3829,2
44390,3830,0
44391,3831,0
44392,3832,1
44393,3795,0
44394,3833,1
44395,3834,0
44396,3835,0
44397,3836,1
44398,3837,2
44399,3838,0
44400,3839,2
44401,3840,1
44402,3841,2
44403,3842,1
44404,3843,1
44405,3844,1
44406,3845,0
44407,3846,1
44408,3847,0
44409,3848,0
44410,3849,0
44411,3850,0
44412,3851,1
44413,2530,0
44414,3852,0
44415,3853,0
44416,3854,0
44417,973,0
44418,3855,0
44419,3856,1
44420,3857,1
44421,3858,2
44422,3859,1
44423,3860,0
44424,3861,1
44425,3862,0
44426,3863,0
44427,3864,0
44428,3865,0
44429,3866,0
44430,3867,0
44431,3868,0
44432,3869,0
44433,3870,0
44434,3871,0
44435,3872,2
44436,3873,0
44437,3874,0
44438,3875,0
44439,3876,0
44440,3877,0
44441,3878,0
44442,3879,0
44443,3880,0
44444,3881,0
44445,3882,0
44446,3883,0
44447,3884,0
44448,3885,2
44449,3886,0
44450,3887,1
44451,3888,0
44452,3889,0
44453,3890,0
44454,3891,2
44455,3892,0
44456,3893,0
44457,3894,0
44458,3895,0
44459,3896,0
44460,3897,0
44461,3253,0
44462,3898,1
44463,3899,0
44464,3900,1
44465,3901,0
44466,3902,1
44467,3903,0
44468,3904,0
44469,3905,0
44470,3906,0
44471,3907,0
44472,3067,0
44473,3908,0
44474,3909,0
44475,3910,0
44476,3911,0
44477,3912,1
44478,3913,0
44479,3914,0
44480,3915,0
44481,3916,0
44482,3917,0
44483,3918,1
44484,3919,0
44485,3920,0
44486,3921,0
44487,3922,0
44488,3923,0
44489,3924,0
44490,3925,0
44491,3926,0
44492,472,0
44493,3927,0
44494,2908,0
44495,3928,0
44496,3929,0
44497,3930,0
44498,3931,2
44499,3932,0
44500,2962,0
44501,3933,0
44502,3934,0
44503,3935,0
44504,3936,0
44505,3937,0
44506,3938,1
44507,3939,0
44508,3940,0
44509,3941,1
44510,3942,0
44511,3943,0
44512,3944,0
44513,3945,0
44514,3946,1
44515,3947,0
44516,3948,1
44517,530,3
44518,3949,4
44519,3950,3
44520,255,3
44521,3951,1
44522,3952,1
44523,3953,1
44524,3954,0
44525,3955,1
44526,3956,2
44527,3957,1
44528,3958,1
44529,3959,1
44530,3960,0
44531,3961,0
44532,3962,0
44533,3963,0
44534,3964,0
44535,3965,0
44536,3966,1
44537,3141,2
44538,3143,2
44539,3967,2
44540,3968,0
44541,3969,1
44542,3970,1
44543,1346,0
44544,3971,1
44545,1017,0
44546,3972,2
44547,3973,1
44548,3502,0
44549,3477,2
44550,3974,0
44551,3975,0
44552,1998,0
44553,3976,0
44554,1549,0
44555,3977,0
44556,3978,0
44557,3979,0
44558,3980,0
44559,2375,0
44560,3981,0
44561,3982,0
44562,3983,0
44563,3984,1
44564,3985,0
44565,673,0
44566,680,0
44567,3986,0
44568,3987,0
44569,2014,1
44570,3988,0
44571,2216,1
44572,2334,0
44573,3989,1
44574,3990,4
44575,3991,0
44576,2023,0
44577,3992,0
44578,3158,0
44579,3993,2
44580,3994,1
44581,3995,2
44582,3996,1
44583,3997,1
44584,2140,0
44585,3998,0
44586,3999,0
44587,4000,0
44588,4001,0
44589,4002,2
44590,4003,0
44591,4004,1
44592,4005,0
44593,4006,1
44594,1279,0
44595,4007,1
44596,4008,0
44597,4009,0
44598,4010,1
44599,4011,0
44600,4012,0
44601,4013,0
44602,4014,1
44603,4015,0
44604,4016,1
44605,4017,0
44606,4018,0
44607,4019,0
44608,4020,0
44609,4021,0
44610,4022,0
44611,4023,1
44612,3613,1
44613,4024,1
44614,4025,1
44615,322,0
44616,4026,0
44617,1659,0
44618,2359,0
44619,4027,0
44620,4028,0
44621,1373,0
44622,4029,0
44623,4030,0
44624,4031,0
44625,1705,0
44626,4032,1
44627,4033,1
44628,712,0
44629,4034,0
44630,4035,1
44631,4036,0
44632,4037,0
44633,4038,0
44634,4039,0
44635,4040,0
44636,4041,0
44637,4042,1
44638,4043,1
44639,2816,1
44640,4044,0
44641,4045,0
44642,4046,0
44643,4047,0
44644,2473,0
44645,4048,0
44646,4049,0
44647,4050,0
44648,4051,1
44649,4052,0
44650,2840,3
44651,4053,0
44652,3008,0
44653,4054,0
44654,4055,0
44655,2632,0
44656,4056,0
44657,2846,0
44658,4057,1
44659,4058,0
44660,4059,0
44661,4060,0
44662,3011,0
44663,4061,0
44664,4062,0
44665,4063,0
44666,4064,0
44667,4065,0
44668,4066,2
44669,4067,0
44670,4068,3
44671,4069,0
44672,1423,1
44673,4070,0
44674,2111,0
44675,4071,0
44676,4072,1
44677,2113,0
44678,4073,0
44679,4074,0
44680,4075,1
44681,4076,0
44682,2116,1
44683,4077,0
44684,4078,0
44685,348,1
44686,4079,0
44687,4080,0
44688,2467,0
44689,4081,0
44690,4082,0
44691,4083,0
44692,4084,3
44693,4085,1
44694,4086,0
44695,4087,0
44696,4088,1
44697,1481,0
44698,1744,0
44699,4089,0
44700,4090,0
44701,4091,0
44702,1850,1
44703,4092,0
44704,4093,0
44705,4094,0
44706,4095,0
44707,4096,0
44708,4097,0
44709,2485,1
44710,4098,0
44711,4099,1
44712,4100,0
44713,2906,0
44714,4101,0
44715,4102,0
44716,4103,0
44717,4104,1
44718,4105,0
44719,4106,0
44720,1660,0
44721,4107,0
44722,4108,1
44723,4109,3
44724,4110,0
44725,4111,0
44726,4112,0
44727,2164,0
44728,4113,0
44729,4114,0
44730,4115,0
44731,2914,0
44732,4116,0
44733,4117,0
44734,4118,0
44735,4119,0
44736,4120,0
44737,4121,0
44738,4122,0
44739,4123,0
44740,4124,0
44741,4125,0
44742,4126,0
44743,4127,0
44744,4128,0
44745,4129,0
44746,4130,0
44747,4131,0
44748,4132,1
44749,4133,0
44750,4134,0
44751,4135,0
44752,4136,0
44753,4137,0
44754,4138,0
44755,1748,0
44756,4139,0
44757,4140,0
44758,475,0
44759,4141,0
44760,4142,0
44761,2712,0
44762,4143,0
44763,4144,1
44764,4145,0
44765,4146,0
44766,4147,0
44767,4148,0
44768,4149,0
44769,1046,0
44770,4150,0
44771,3269,0
44772,4151,0
44773,4152,0
44774,4153,2
44775,1644,0
44776,4154,0
44777,4155,0
44778,4156,0
44779,4157,0
44780,3253,0
44781,4158,0
44782,4159,0
44783,4160,0
44784,4161,0
44785,4162,0
44786,4163,0
44787,4164,0
44788,4165,0
44789,4166,0
44790,2165,0
44791,2167,1
44792,2244,1
44793,4167,0
44794,4168,0
44795,4169,0
44796,4170,0
44797,4171,2
44798,2748,0
44799,3515,0
44800,4172,0
44801,4173,0
44802,1599,0
44803,4174,0
44804,2256,0
44805,1450,0
44806,2689,0
44807,4175,0
44808,1732,0
44809,4176,0
44810,4177,0
44811,4178,1
44812,4179,0
44813,4180,1
44814,4181,2
44815,4182,0
44816,4183,0
44817,3112,0
44818,1007,0
44819,4184,0
44820,4185,0
44821,3973,0
44822,4186,2
44823,4187,0
44824,4188,0
44825,4189,0
44826,4190,0
44827,4191,4
44828,4192,0
44829,4193,1
44830,4194,0
44831,4195,0
44832,4196,0
44833,4197,0
44834,3970,1
44835,4198,0
44836,4199,0
44837,4200,2
44838,4201,1
44839,3177,2
44840,4202,1
44841,4203,0
44842,4204,0
44843,4205,0
44844,4206,0
44845,4207,0
44846,4208,0
44847,4209,0
44848,4210,1
44849,4211,0
44850,4212,0
44851,4213,0
44852,4214,0
44853,4215,1
44854,1976,1
44855,3140,0
44856,948,2
44857,4216,1
44858,1869,0
44859,3747,0
44860,2463,1
44861,4217,0
44862,4218,1
44863,4219,0
44864,234,0
44865,848,1
44866,4000,0
44867,4220,0
44868,4221,2
44869,4222,0
44870,4223,0
44871,4224,2
44872,311,3
44873,2171,1
44874,4225,0
44875,4226,1
44876,335,0
44877,4227,0
44878,4228,0
44879,4229,1
44880,4230,2
44881,4231,0
44882,4232,0
44883,4233,0
44884,4234,0
44885,4235,1
44886,4236,0
44887,4237,1
44888,4238,4
44889,4239,1
44890,4240,1
44891,4241,0
44892,4242,0
44893,4243,1
44894,4244,0
44895,4245,1
44896,4246,0
44897,4247,1
44898,4248,0
44899,4249,0
44900,4250,0
44901,1740,0
44902,4251,1
44903,4252,0
44904,3055,1
44905,4253,0
44906,4254,1
44907,4255,1
44908,4256,0
44909,4257,4
44910,4258,2
44911,4259,2
44912,4260,2
44913,4261,2
44914,4262,1
44915,4263,0
44916,4264,0
44917,4265,0
44918,948,0
44919,4266,1
44920,4267,1
44921,4268,0
44922,4269,1
44923,863,0
44924,862,0
44925,4270,0
44926,4271,1
44927,4272,1
44928,4273,0
44929,4274,0
44930,4275,0
44931,4276,1
44932,4277,1
44933,4278,0
44934,4279,3
44935,4280,0
44936,3095,0
44937,4281,2
44938,4282,2
44939,4283,0
44940,4284,0
44941,4285,0
44942,4286,0
44943,4287,1
44944,4288,0
44945,4289,0
44946,4290,0
44947,4291,1
44948,4292,0
44949,4293,0
44950,4294,1
44951,4295,0
44952,4296,1
44953,4297,1
44954,4298,0
44955,4299,6
44956,4300,3
44957,4301,2
44958,4302,0
44959,4303,0
44960,4304,1
44961,62,1
44962,4305,0
44963,4306,0
44964,4307,0
44965,4308,1
44966,4309,0
44967,3923,0
44968,4310,1
44969,4311,1
44970,4312,3
44971,4313,0
44972,4314,0
44973,4315,0
44974,4316,0
44975,4317,0
44976,3976,0
44977,4318,0
44978,4319,0
44979,4320,1
44980,4321,1
44981,4322,1
44982,4323,0
44983,4324,0
44984,4325,0
44985,4326,0
44986,4327,0
44987,4328,1
44988,4329,0
44989,4330,1
44990,4331,1
44991,4332,0
44992,4333,3
44993,4334,1
44994,4335,0
44995,4336,1
44996,4337,0
44997,4338,1
44998,4339,0
44999,4340,0
45000,4341,0
45001,4342,0
45002,4343,0
45003,4344,0
45004,4345,1
45005,4346,0
45006,4347,1
45007,4348,2
45008,4349,1
45009,4350,0
45010,4351,0
45011,4109,3
45012,4352,1
45013,4353,0
45014,4354,1
45015,4355,4
45016,4356,0
45017,4357,0
45018,4358,0
45019,4359,0
45020,4360,1
45021,4361,0
45022,4362,0
45023,4363,4
45024,4364,2
45025,4365,1
45026,4366,1
45027,3976,1
45028,4367,1
45029,4368,3
45030,4369,3
45031,4370,1
45032,4371,1
45033,4372,2
45034,4373,4
45035,4374,2
45036,4375,2
45037,4376,3
45038,4377,0
45039,4378,0
45040,188,0
45041,4379,0
45042,4380,0
45043,4381,1
45044,3305,0
45045,4382,0
45046,4383,0
45047,4384,0
45048,4385,0
45049,4386,0
45050,4150,0
45051,4387,0
45052,4388,0
45053,4389,0
45054,4390,0
45055,4391,0
45056,4392,0
45057,4393,1
45058,4394,0
45059,4395,1
45060,4396,0
45061,2801,1
45062,4397,3
45063,4398,2
45064,4399,1
45065,4400,2
45066,210,0
45067,4401,0
45068,4402,0
45069,4403,1
45070,4404,1
45071,4405,1
45072,348,2
45073,4406,2
45074,4407,1
45075,4408,0
45076,4409,0
45077,4410,0
45078,4411,0
45079,4412,0
45080,4413,0
45081,4414,0
45082,4415,0
45083,4416,0
45084,4417,0
45085,4418,0
45086,4419,0
45087,4420,2
45088,4421,1
45089,4422,1
45090,4350,1
45091,4423,0
45092,4424,0
45093,4425,1
45094,4426,1
45095,4427,1
45096,4428,1
45097,4429,1
45098,4430,0
45099,4431,0
45100,4432,0
45101,4433,0
45102,4434,0
45103,4435,0
45104,4436,0
45105,743,0
45106,4437,0
45107,4438,0
45108,4439,0
45109,4440,0
45110,4441,4
45111,4442,0
45112,4443,0
45113,4444,1
45114,4445,1
45115,4446,0
45116,4447,2
45117,4448,0
45118,4449,1
45119,4450,2
45120,4451,1
45121,4452,2
45122,4453,0
45123,4454,1
45124,4455,3
45125,1683,0
45126,4456,0
45127,1982,0
45128,3146,2
45129,223,0
45130,2028,2
45131,2029,4
45132,2031,3
45133,2004,0
45134,2141,0
45135,1017,1
45136,4457,0
45137,4458,2
45138,4459,1
45139,2384,1
45140,1994,0
45141,249,0
45142,2000,0
45143,3164,0
45144,2337,0
45145,4460,1
45146,2338,0
45147,1219,0
45148,4461,2
45149,2012,0
45150,309,0
45151,2013,0
45152,4462,0
45153,2019,0
45154,2171,0
45155,2175,0
45156,4463,0
45157,4464,0
45158,2179,0
45159,2180,0
45160,4465,0
45161,2750,3
45162,1373,0
45163,2052,0
45164,2868,0
45165,3986,0
45166,3506,0
45167,4466,0
45168,4467,0
45169,285,1
45170,2738,0
45171,2004,0
45172,806,0
45173,4468,0
45174,3206,2
45175,523,0
45176,322,0
45177,31,0
45178,2617,0
45179,2075,0
45180,4469,0
45181,4470,2
45182,4471,2
45183,4472,0
45184,4473,0
45185,4474,1
45186,4475,0
45187,4476,1
45188,2067,0
45189,2110,0
45190,2790,0
45191,4477,0
45192,2107,2
45193,4478,0
45194,4479,0
45195,4480,0
45196,4481,0
45197,4482,0
45198,1089,0
45199,3278,1
45200,4483,1
45201,4484,1
45202,4059,0
45203,4485,0
45204,4486,0
45205,4487,0
45206,4488,0
45207,4489,3
45208,2940,0
45209,2941,0
45210,2954,2
45211,4490,3
45212,4491,0
45213,4492,0
45214,4493,1
45215,4494,0
45216,4495,1
45217,4496,0
45218,4085,0
45219,4497,0
45220,2627,0
45221,1850,0
45222,4498,0
45223,4499,0
45224,1705,0
45225,4500,0
45226,4501,1
45227,4036,0
45228,21,0
45229,2082,1
45230,4502,1
45231,4503,2
45232,1384,0
45233,4504,2
45234,4505,0
45235,2645,0
45236,4506,0
45237,2649,0
45238,2689,1
45239,4507,0
45240,3973,0
45241,2827,0
45242,4508,0
45243,4509,0
45244,4510,0
45245,4511,0
45246,4193,0
45247,4512,0
45248,4513,0
45249,4127,0
45250,475,0
45251,1053,0
45252,1189,0
45253,2674,0
45254,4514,0
45255,4515,0
45256,4516,0
45257,4517,0
45258,4518,0
45259,2702,0
45260,4519,0
45261,4520,0
45262,4521,0
45263,4522,1
45264,4523,0
45265,4524,0
45266,3289,0
45267,4525,1
45268,4526,0
45269,4527,0
45270,4528,0
45271,4529,0
45272,4530,0
45273,4531,2
45274,4532,0
45275,4533,0
45276,2452,0
45277,2102,0
45278,4534,0
45279,4535,0
45280,2559,0
45281,4536,1
45282,4537,0
45283,4538,1
45284,4539,0
45285,4540,0
45286,4541,0
45287,1056,0
45288,3253,0
45289,4542,0
45290,1057,1
45291,4543,0
45292,3258,0
45293,4544,1
45294,3106,0
45295,1060,0
45296,4545,0
45297,4546,0
45298,4547,1
45299,4548,0
45300,4549,0
45301,4550,0
45302,4551,0
45303,4552,0
45304,4195,0
45305,4553,0
45306,99,0
45307,4554,0
45308,4555,0
45309,4556,0
45310,4557,0
45311,2694,0
45312,4558,0
45313,4559,0
45314,4560,0
45315,4561,0
45316,4562,1
45317,3095,0
45318,1037,0
45319,4563,3
45320,4122,0
45321,4564,0
45322,4565,0
45323,4566,0
45324,2673,0
45325,4567,1
45326,4568,1
45327,4569,0
45328,4570,0
45329,4571,0
45330,4572,2
45331,4573,0
45332,4574,1
45333,4575,0
45334,4576,0
45335,210,1
45336,4577,0
45337,4578,0
45338,4579,0
45339,4580,0
45340,4581,1
45341,4582,2
45342,4583,0
45343,4584,0
45344,4585,0
45345,4586,0
45346,4587,0
45347,4588,1
45348,4589,0
45349,4590,0
45350,4591,0
45351,4592,0
45352,4593,0
45353,4594,0
45354,4595,0
45355,1141,0
45356,4596,1
45357,4597,0
45358,4598,0
45359,4599,0
45360,4600,1
45361,4601,0
45362,2407,0
45363,4602,0
45364,4603,0
45365,4604,0
45366,4605,1
45367,3343,0
45368,4606,0
45369,4607,0
45370,4608,0
45371,4609,0
45372,4610,0
45373,4611,0
45374,3200,0
45375,4612,0
45376,4613,0
45377,4614,0
45378,1215,0
45379,1536,0
45380,615,0
45381,285,0
45382,4615,2
45383,4616,1
45384,2743,1
45385,2266,0
45386,1246,1
45387,1913,2
45388,4617,0
45389,521,0
45390,4618,0
45391,4619,0
45392,4620,0
45393,4621,2
45394,2367,0
45395,4622,0
45396,820,4
45397,4623,0
45398,1602,0
45399,4624,1
45400,4625,2
45401,4626,0
45402,3274,0
45403,852,0
45404,4627,3
45405,4628,2
45406,4629,1
45407,4630,1
45408,4631,1
45409,4632,1
45410,4633,0
45411,4634,0
45412,4635,0
45413,4636,1
45414,4637,0
45415,4638,0
45416,4639,1
45417,4640,1
45418,4641,0
45419,4642,0
45420,4643,1
45421,4644,0
45422,4645,0
