InputID,Traveller_ID,Traveller_Country,Photography,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
49355,7142,Netherlands,"No photography","National Parks",2017,7,July,4,Positive
49356,7143,"United Arab Emirates","No photography","National Parks",2017,7,July,5,Positive
49357,7144,"United Arab Emirates","No photography","National Parks",2017,6,June,5,Positive
49360,7145,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49361,7146,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49362,7147,"United Kingdom","No photography","National Parks",2018,10,October,4,Positive
49363,7148,Netherlands,"No photography","National Parks",2018,10,October,4,Positive
49365,7149,"United Kingdom","No photography","National Parks",2018,8,August,4,Positive
49366,7150,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49368,7151,"United Kingdom","No photography","National Parks",2018,7,July,4,Negative
49369,7152,"United Kingdom","No photography","National Parks",2018,7,July,4,Positive
49370,7153,Switzerland,"No photography","National Parks",2018,7,July,3,Positive
49372,7155,France,"No photography","National Parks",2017,2,February,5,Positive
49373,7156,Spain,"No photography","National Parks",2017,2,February,5,Positive
49374,7157,"United Kingdom","No photography","National Parks",2017,2,February,4,Positive
49376,7158,"United Kingdom","No photography","National Parks",2016,12,December,5,Positive
49379,7159,"United Arab Emirates","No photography","National Parks",2016,12,December,5,Positive
49380,7160,"United Kingdom","No photography","National Parks",2017,1,January,5,Positive
49381,7161,"United Kingdom","No photography","National Parks",2017,1,January,5,Positive
49382,7162,Germany,"No photography","National Parks",2017,1,January,5,Positive
49386,7164,"United States","No photography","National Parks",2016,12,December,5,Positive
49388,7166,Canada,"No photography","National Parks",2017,12,December,5,Positive
49391,7169,"United Kingdom","No photography","National Parks",2017,12,December,5,Positive
49392,7170,India,"No photography","National Parks",2017,11,November,4,Positive
49393,7171,India,"No photography","National Parks",2017,11,November,4,Positive
49394,7172,"United Kingdom","No photography","National Parks",2017,12,December,5,Positive
49395,7173,Switzerland,"No photography","National Parks",2017,11,November,5,Positive
49397,7174,"United Kingdom","No photography","National Parks",2017,11,November,5,Positive
49398,7175,"United Kingdom","No photography","National Parks",2017,11,November,5,Positive
49399,7176,Canada,"No photography","National Parks",2017,10,October,4,Positive
49401,7177,"United States","No photography","National Parks",2017,10,October,1,Positive
49402,7178,"United Arab Emirates","No photography","National Parks",2017,10,October,4,Positive
49404,7179,"United Kingdom","No photography","National Parks",2017,4,April,4,Positive
49405,7180,"United Kingdom","No photography","National Parks",2017,4,April,4,Positive
49409,7184,"United Kingdom","No photography","National Parks",2017,4,April,5,Positive
49412,7185,China,"No photography","National Parks",2017,3,March,5,Positive
49413,7186,"United Kingdom","No photography","National Parks",2017,3,March,5,Positive
49414,7187,Australia,"No photography","National Parks",2016,12,December,5,Positive
49415,7188,Slovenia,"No photography","National Parks",2017,3,March,5,Positive
49416,7189,"United Kingdom","No photography","National Parks",2017,3,March,5,Positive
49418,7191,"United Kingdom","No photography","National Parks",2017,2,February,4,Positive
49419,7192,Canada,"No photography","National Parks",2017,2,February,5,Positive
49421,7193,"United Kingdom","No photography","National Parks",2022,2,February,4,Positive
49423,7195,"United Kingdom","No photography","National Parks",2021,12,December,5,Positive
49425,7196,"United Kingdom","No photography","National Parks",2020,2,February,5,Positive
49429,7197,"New Zealand","No photography","National Parks",2020,3,March,3,Positive
49431,7198,Belgium,"No photography","National Parks",2020,2,February,1,Negative
49433,7199,Canada,"No photography","National Parks",2020,2,February,5,Positive
51676,7199,Canada,"No photography","Nature & Wildlife Areas",2020,1,January,2,Negative
49436,7201,Australia,"No photography","National Parks",2020,2,February,4,Positive
49440,7202,"United Kingdom","No photography","National Parks",2023,1,January,4,Positive
49441,7203,"United Kingdom","No photography","National Parks",2023,1,January,5,Positive
49442,7204,"United Kingdom","No photography","National Parks",2022,12,December,5,Positive
49443,7205,Pakistan,"No photography","National Parks",2022,12,December,5,Neutral
49445,7207,India,"No photography","National Parks",2022,3,March,5,Positive
49450,7208,Netherlands,"No photography","National Parks",2020,1,January,5,Positive
49452,7209,"United Kingdom","No photography","National Parks",2020,2,February,3,Positive
49455,7210,India,"No photography","National Parks",2020,2,February,4,Positive
49456,7211,"United Kingdom","No photography","National Parks",2020,1,January,2,Positive
49457,7212,Australia,"No photography","National Parks",2020,1,January,5,Positive
49458,7213,Taiwan,"No photography","National Parks",2019,12,December,3,Positive
49459,7214,Malaysia,"No photography","National Parks",2019,11,November,5,Positive
49460,7215,"United Kingdom","No photography","National Parks",2019,11,November,5,Positive
49461,7216,Malta,"No photography","National Parks",2019,12,December,5,Positive
49463,7217,"New Zealand","No photography","National Parks",2019,11,November,4,Positive
49464,7218,"United Kingdom","No photography","National Parks",2019,10,October,5,Positive
49467,7219,Singapore,"No photography","National Parks",2019,10,October,5,Positive
49470,7220,"United Kingdom","No photography","National Parks",2019,10,October,2,Positive
49472,7221,Poland,"No photography","National Parks",2019,8,August,4,Positive
49474,7222,Belgium,"No photography","National Parks",2019,7,July,3,Positive
49478,7224,Netherlands,"No photography","National Parks",2019,7,July,5,Positive
49479,7225,Australia,"No photography","National Parks",2019,7,July,2,Negative
49481,7226,France,"No photography","National Parks",2019,2,February,4,Positive
49484,7227,Australia,"No photography","National Parks",2019,6,June,5,Positive
49485,7228,"United States","No photography","National Parks",2018,7,July,5,Positive
49488,7229,"South Africa","No photography","National Parks",2019,6,June,4,Positive
49490,7230,"United Arab Emirates","No photography","National Parks",2019,4,April,5,Positive
49493,7231,Australia,"No photography","National Parks",2019,3,March,4,Positive
49494,7232,Australia,"No photography","National Parks",2019,4,April,4,Positive
49495,7233,"United Kingdom","No photography","National Parks",2019,3,March,4,Positive
49496,7234,Australia,"No photography","National Parks",2019,3,March,5,Positive
49497,7235,Russia,"No photography","National Parks",2019,3,March,3,Positive
49498,7236,"United Kingdom","No photography","National Parks",2019,1,January,5,Positive
51595,7236,"United Kingdom","No photography","Nature & Wildlife Areas",2016,2,February,5,Positive
49499,7237,"New Zealand","No photography","National Parks",2019,3,March,5,Positive
49506,7238,Canada,"No photography","National Parks",2019,3,March,5,Positive
49508,7239,Canada,"No photography","National Parks",2019,4,April,5,Positive
49512,7241,"New Zealand","No photography","National Parks",2019,4,April,4,Positive
49515,7242,Ireland,"No photography","National Parks",2019,4,April,5,Positive
49519,7243,Canada,"No photography","National Parks",2019,2,February,5,Positive
49521,7244,"United Kingdom","No photography","National Parks",2020,1,January,4,Positive
49523,7245,"Czech Republic","No photography","National Parks",2020,1,January,5,Positive
49524,7246,"United Kingdom","No photography","National Parks",2020,1,January,1,Positive
49529,7247,Ireland,"No photography","National Parks",2020,1,January,5,Positive
49538,7249,"United Kingdom","No photography","National Parks",2019,2,February,5,Positive
49539,7250,"United States","No photography","National Parks",2019,1,January,5,Positive
49541,7251,Schweiz,"No photography","National Parks",2018,12,December,5,Positive
49544,7252,"United Kingdom","No photography","National Parks",2018,12,December,4,Positive
49546,7253,"United Kingdom","No photography","National Parks",2018,11,November,4,Positive
49547,7254,"United Kingdom","No photography","National Parks",2019,1,January,3,Negative
49551,7256,Qatar,"No photography","National Parks",2019,1,January,4,Positive
49557,7257,"United Kingdom","No photography","National Parks",2019,2,February,5,Positive
49568,7259,"United Kingdom","No photography","National Parks",2019,2,February,5,Positive
49570,7260,Australia,"No photography","National Parks",2019,2,February,4,Positive
49572,7261,"United Kingdom","No photography","National Parks",2019,2,February,4,Positive
49573,7262,China,"No photography","National Parks",2018,12,December,5,Positive
49575,7263,Australia,"No photography","National Parks",2018,12,December,5,Positive
49577,7264,Australia,"No photography","National Parks",2018,12,December,5,Positive
49579,7265,France,"No photography","National Parks",2019,1,January,1,Negative
49580,7266,Netherlands,"No photography","National Parks",2019,1,January,1,Negative
49586,7267,"New Zealand","No photography","National Parks",2018,12,December,5,Positive
49589,7268,"New Zealand","No photography","National Parks",2019,9,September,1,Positive
49590,7269,"United Kingdom","No photography","National Parks",2019,9,September,5,Positive
49592,7270,Belgium,"No photography","National Parks",2019,9,September,1,Positive
49594,7271,"New Zealand","No photography","National Parks",2019,9,September,5,Positive
49597,7272,India,"No photography","National Parks",2019,8,August,5,Positive
49598,7273,"United Kingdom","No photography","National Parks",2018,9,September,3,Negative
49601,7274,Sweden,"No photography","National Parks",2018,12,December,5,Positive
49605,7275,"United Kingdom","No photography","National Parks",2018,11,November,2,Positive
49606,7276,Germany,"No photography","National Parks",2018,12,December,4,Positive
49607,7277,"United Arab Emirates","No photography","National Parks",2018,10,October,5,Positive
49609,7278,"United Kingdom","No photography","National Parks",2018,12,December,5,Positive
49612,7279,Singapore,"No photography","National Parks",2018,12,December,4,Positive
49613,7280,"United Kingdom","No photography","National Parks",2022,12,December,5,Positive
49615,7281,Australia,"No photography","National Parks",2022,9,September,3,Positive
49616,7282,Germany,"No photography","National Parks",2022,1,January,5,Positive
49617,7283,"United Kingdom","No photography","National Parks",2020,2,February,5,Positive
49619,7284,"United Kingdom","No photography","National Parks",2019,12,December,5,Positive
49620,7285,Australia,"No photography","National Parks",2019,12,December,4,Positive
49622,7286,Thailand,"No photography","National Parks",2019,12,December,5,Positive
49627,7290,"United Kingdom","No photography","National Parks",2019,9,September,4,Positive
49629,7291,Germany,"No photography","National Parks",2019,9,September,5,Positive
49634,7292,"United Kingdom","No photography","National Parks",2019,9,September,5,Positive
49635,7293,"United Kingdom","No photography","National Parks",2019,9,September,5,Positive
49636,7294,Germany,"No photography","National Parks",2019,12,December,5,Positive
49637,7295,"United Kingdom","No photography","National Parks",2019,11,November,5,Positive
49638,7296,France,"No photography","National Parks",2019,10,October,5,Positive
49640,7297,Taiwan,"No photography","National Parks",2019,11,November,5,Positive
49641,7298,Switzerland,"No photography","National Parks",2019,11,November,5,Positive
49642,7299,India,"No photography","National Parks",2019,10,October,5,Positive
49643,7300,Spain,"No photography","National Parks",2019,10,October,5,Positive
49646,7301,China,"No photography","National Parks",2019,7,July,5,Positive
49648,7302,"United States","No photography","National Parks",2019,7,July,4,Positive
49649,7303,Belgium,"No photography","National Parks",2019,7,July,5,Positive
49650,7304,"Saudi Arabia","No photography","National Parks",2019,6,June,5,Neutral
49652,7305,"New Zealand","No photography","National Parks",2019,4,April,5,Negative
49653,7306,Germany,"No photography","National Parks",2018,10,October,4,Positive
49655,7307,Panama,"No photography","National Parks",2019,2,February,1,Positive
49659,7309,"United Kingdom","No photography","National Parks",2019,9,September,5,Positive
52635,7310,Australia,"No photography",Waterfalls,2019,8,August,3,Positive
49660,7310,Australia,"No photography","National Parks",2019,9,September,4,Positive
49662,7311,Australia,"No photography","National Parks",2019,9,September,5,Positive
49664,7312,Australia,"No photography","National Parks",2019,8,August,5,Positive
49665,7313,Bangladesh,"No photography","National Parks",2019,8,August,4,Positive
49667,7314,Singapore,"No photography","National Parks",2019,8,August,5,Negative
49669,7315,"United Arab Emirates","No photography","National Parks",2019,8,August,4,Positive
49670,7316,"United Kingdom","No photography","National Parks",2019,7,July,5,Positive
49673,7317,Australia,"No photography","National Parks",2018,11,November,4,Positive
49674,7318,Australia,"No photography","National Parks",2018,10,October,4,Positive
49675,7319,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49678,7320,"United Kingdom","No photography","National Parks",2018,11,November,5,Negative
49680,7321,Vietnam,"No photography","National Parks",2018,10,October,5,Positive
49682,7322,Qatar,"No photography","National Parks",2018,10,October,5,Positive
49683,7323,"United Kingdom","No photography","National Parks",2018,10,October,5,Positive
49684,7324,"United Kingdom","No photography","National Parks",2018,10,October,5,Positive
49687,7325,Germany,"No photography","National Parks",2018,10,October,5,Positive
49689,7326,"United Kingdom","No photography","National Parks",2018,10,October,5,Positive
50295,7326,"United Kingdom","No photography","National Parks",2020,3,March,5,Positive
49691,7327,Australia,"No photography","National Parks",2018,9,September,5,Positive
49692,7328,"New Zealand","No photography","National Parks",2018,10,October,5,Positive
49693,7329,Indonesia,"No photography","National Parks",2018,9,September,4,Positive
49695,7330,Australia,"No photography","National Parks",2018,9,September,4,Positive
49696,7331,Australia,"No photography","National Parks",2018,9,September,5,Positive
49698,7332,Spain,"No photography","National Parks",2018,9,September,3,Positive
49699,7333,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49701,7334,"United Kingdom","No photography","National Parks",2018,8,August,3,Positive
49702,7335,"United States","No photography","National Parks",2018,8,August,5,Positive
49704,7336,Spain,"No photography","National Parks",2018,8,August,4,Positive
49706,7337,"United Kingdom","No photography","National Parks",2018,8,August,4,Positive
49709,7338,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49710,7339,"United Kingdom","No photography","National Parks",2018,8,August,4,Positive
49711,7340,"United Kingdom","No photography","National Parks",2018,8,August,2,Positive
49713,7341,France,"No photography","National Parks",2018,8,August,5,Positive
49714,7342,"New Zealand","No photography","National Parks",2018,8,August,5,Positive
50189,7343,"United Kingdom","No photography","National Parks",2018,8,August,3,Positive
49718,7344,Germany,"No photography","National Parks",2018,7,July,5,Positive
49720,7345,Netherlands,"No photography","National Parks",2018,8,August,5,Positive
49724,7346,"United States","No photography","National Parks",2018,8,August,5,Positive
49725,7347,Qatar,"No photography","National Parks",2018,7,July,4,Positive
49728,7349,"United Kingdom","No photography","National Parks",2018,7,July,4,Positive
49729,7350,Australia,"No photography","National Parks",2018,7,July,3,Positive
49731,7351,"United Kingdom","No photography","National Parks",2018,6,June,5,Positive
49732,7352,Australia,"No photography","National Parks",2018,6,June,5,Positive
49736,7353,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
49737,7354,India,"No photography","National Parks",2018,5,May,5,Positive
49738,7355,Maldives,"No photography","National Parks",2018,5,May,5,Positive
49739,7356,Australia,"No photography","National Parks",2018,3,March,1,Negative
49740,7357,Germany,"No photography","National Parks",2018,3,March,4,Positive
49741,7358,"United Kingdom","No photography","National Parks",2018,3,March,3,Positive
49742,7359,Pakistan,"No photography","National Parks",2018,3,March,3,Positive
49745,7361,"United Kingdom","No photography","National Parks",2018,3,March,5,Positive
49747,7363,Canada,"No photography","National Parks",2018,3,March,5,Positive
49748,7364,"New Zealand","No photography","National Parks",2018,2,February,5,Positive
49750,7365,Sweden,"No photography","National Parks",2018,3,March,2,Positive
49751,7366,"United Kingdom","No photography","National Parks",2018,3,March,5,Positive
49753,7367,"United Kingdom","No photography","National Parks",2018,3,March,4,Positive
49754,7368,India,"No photography","National Parks",2018,2,February,4,Positive
49755,7369,"United Kingdom","No photography","National Parks",2018,2,February,5,Positive
49758,7370,"United Kingdom","No photography","National Parks",2018,4,April,4,Positive
49759,7371,Switzerland,"No photography","National Parks",2018,3,March,3,Positive
49760,7372,"United Kingdom","No photography","National Parks",2018,3,March,4,Positive
49761,7373,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
49762,7374,"United Kingdom","No photography","National Parks",2018,3,March,5,Positive
49763,7375,Belgium,"No photography","National Parks",2017,12,December,4,Positive
49764,7376,Ireland,"No photography","National Parks",2018,4,April,5,Positive
49766,7377,Australia,"No photography","National Parks",2018,4,April,4,Positive
49768,7378,"United Kingdom","No photography","National Parks",2018,3,March,5,Positive
49769,7379,Singapore,"No photography","National Parks",2018,4,April,5,Positive
49775,7382,"United Kingdom","No photography","National Parks",2017,8,August,3,Positive
49776,7383,Austria,"No photography","National Parks",2018,5,May,5,Positive
49778,7384,"United Kingdom","No photography","National Parks",2018,4,April,2,Positive
50171,7385,Germany,"No photography","National Parks",2018,5,May,5,Positive
49780,7385,Germany,"No photography","National Parks",2018,4,April,4,Positive
49781,7386,India,"No photography","National Parks",2017,6,June,5,Neutral
49782,7387,Canada,"No photography","National Parks",2018,3,March,5,Positive
49785,7390,Australia,"No photography","National Parks",2018,4,April,5,Positive
49787,7391,Netherlands,"No photography","National Parks",2018,4,April,5,Positive
49788,7392,Canada,"No photography","National Parks",2018,3,March,5,Positive
49789,7393,"United Kingdom","No photography","National Parks",2018,3,March,4,Positive
49791,7395,Malaysia,"No photography","National Parks",2018,2,February,4,Positive
49792,7396,"United Kingdom","No photography","National Parks",2018,2,February,5,Positive
50845,7396,"United Kingdom","No photography","Nature & Wildlife Areas",2019,2,February,5,Neutral
49793,7397,"United States","No photography","National Parks",2018,2,February,5,Positive
49799,7400,"United Kingdom","No photography","National Parks",2018,2,February,4,Positive
49803,7402,"United Kingdom","No photography","National Parks",2018,1,January,4,Negative
49804,7403,"United Kingdom","No photography","National Parks",2018,2,February,5,Positive
49806,7404,"United Kingdom","No photography","National Parks",2018,2,February,5,Positive
49878,7404,"United Kingdom","No photography","National Parks",2019,9,September,5,Positive
49807,7405,"New Zealand","No photography","National Parks",2018,1,January,5,Positive
49809,7406,"United Kingdom","No photography","National Parks",2018,1,January,4,Positive
49812,7407,Malaysia,"No photography","National Parks",2018,1,January,4,Positive
49813,7408,"United Kingdom","No photography","National Parks",2018,1,January,4,Positive
49815,7409,Australia,"No photography","National Parks",2020,7,July,5,Positive
49819,7410,"New Zealand","No photography","National Parks",2019,3,March,5,Positive
49820,7411,Kuwait,"No photography","National Parks",2018,11,November,4,Positive
49821,7412,Maldives,"No photography","National Parks",2018,11,November,5,Positive
49822,7413,"United States","No photography","National Parks",2015,1,January,3,Positive
49823,7414,Singapore,"No photography","National Parks",2013,6,June,5,Positive
49825,7415,Switzerland,"No photography","National Parks",2012,6,June,3,Positive
49826,7416,France,"No photography","National Parks",2017,7,July,5,Positive
49828,7418,"United Kingdom","No photography","National Parks",2017,3,March,5,Positive
49830,7419,"United States","No photography","National Parks",2017,2,February,5,Positive
49831,7420,Australia,"No photography","National Parks",2016,12,December,5,Positive
49832,7421,"United States","No photography","National Parks",2016,10,October,5,Positive
49835,7422,Germany,"No photography","National Parks",2018,9,September,5,Positive
49836,7423,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49838,7424,Canada,"No photography","National Parks",2018,3,March,5,Positive
51795,7425,Australia,"No photography","Nature & Wildlife Areas",2017,7,July,5,Positive
49839,7425,Australia,"No photography","National Parks",2016,10,October,5,Positive
55804,7425,Australia,"No photography","Religious Sites",2016,11,November,4,Positive
49840,7426,Norway,"No photography","National Parks",2016,5,May,4,Positive
49841,7427,Netherlands,"No photography","National Parks",2016,3,March,5,Positive
49842,7428,Slovenia,"No photography","National Parks",2016,2,February,4,Positive
49843,7429,"Sri Lanka","No photography","National Parks",2015,12,December,4,Positive
49844,7430,Belgium,"No photography","National Parks",2015,6,June,4,Positive
49845,7431,Israel,"No photography","National Parks",2015,9,September,4,Positive
49847,7432,Germany,"No photography","National Parks",2015,9,September,5,Positive
49849,7434,"United Kingdom","No photography","National Parks",2015,6,June,5,Positive
49850,7435,"United Arab Emirates","No photography","National Parks",2019,8,August,4,Positive
49852,7436,"United Kingdom","No photography","National Parks",2019,7,July,5,Positive
49853,7437,Australia,"No photography","National Parks",2019,6,June,5,Positive
49855,7438,Tunisia,"No photography","National Parks",2019,7,July,5,Positive
49856,7439,Denmark,"No photography","National Parks",2019,7,July,2,Positive
49857,7440,Portugal,"No photography","National Parks",2019,6,June,5,Positive
49858,7441,"United Kingdom","No photography","National Parks",2018,9,September,5,Positive
49859,7442,Australia,"No photography","National Parks",2019,6,June,5,Positive
51620,7443,"United Kingdom","No photography","Nature & Wildlife Areas",2012,6,June,4,Positive
49860,7443,"United States","No photography","National Parks",2018,10,October,5,Positive
49861,7444,"United States","No photography","National Parks",2019,6,June,5,Positive
49862,7445,Australia,"No photography","National Parks",2019,5,May,5,Positive
49864,7446,"United Kingdom","No photography","National Parks",2020,2,February,4,Positive
49866,7447,"United Kingdom","No photography","National Parks",2020,2,February,1,Negative
49872,7448,"United Kingdom","No photography","National Parks",2019,12,December,4,Positive
49879,7451,Australia,"No photography","National Parks",2019,9,September,5,Positive
49881,7453,"United Kingdom","No photography","National Parks",2019,9,September,4,Positive
49882,7454,Belgium,"No photography","National Parks",2019,8,August,4,Positive
49885,7455,"New Zealand","No photography","National Parks",2019,7,July,4,Positive
49887,7456,Germany,"No photography","National Parks",2019,8,August,5,Positive
49889,7457,Denmark,"No photography","National Parks",2019,8,August,5,Positive
49890,7458,"New Zealand","No photography","National Parks",2019,7,July,5,Positive
49891,7459,Cyprus,"No photography","National Parks",2019,8,August,5,Positive
49892,7460,"New Zealand","No photography","National Parks",2019,5,May,2,Positive
49893,7461,"United Kingdom","No photography","National Parks",2019,4,April,5,Positive
49896,7462,Bahrain,"No photography","National Parks",2019,4,April,5,Positive
49900,7464,Qatar,"No photography","National Parks",2019,4,April,1,Negative
49902,7465,India,"No photography","National Parks",2019,4,April,5,Positive
49904,7466,"New Zealand","No photography","National Parks",2019,4,April,5,Positive
49906,7467,France,"No photography","National Parks",2019,4,April,4,Positive
49908,7468,Australia,"No photography","National Parks",2019,4,April,5,Positive
49909,7469,"United Kingdom","No photography","National Parks",2019,4,April,5,Positive
49911,7470,"New Zealand","No photography","National Parks",2019,3,March,4,Positive
49913,7471,"New Zealand","No photography","National Parks",2019,4,April,2,Negative
49920,7472,"United Kingdom","No photography","National Parks",2018,12,December,4,Positive
49921,7473,Germany,"No photography","National Parks",2019,3,March,5,Negative
49925,7475,"United Kingdom","No photography","National Parks",2019,3,March,4,Positive
49926,7476,"United Kingdom","No photography","National Parks",2019,3,March,4,Positive
49927,7477,Iraq,"No photography","National Parks",2019,3,March,5,Positive
49930,7478,Germany,"No photography","National Parks",2019,3,March,5,Positive
49932,7479,"United Kingdom","No photography","National Parks",2019,1,January,4,Positive
49933,7480,"United Kingdom","No photography","National Parks",2019,3,March,5,Positive
49935,7481,"United Kingdom","No photography","National Parks",2019,3,March,5,Positive
49936,7482,Ireland,"No photography","National Parks",2019,3,March,5,Positive
49937,7483,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49938,7484,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49939,7485,China,"No photography","National Parks",2018,2,February,3,Positive
49940,7486,"United Kingdom","No photography","National Parks",2018,11,November,4,Positive
49941,7487,"United Kingdom","No photography","National Parks",2018,5,May,5,Neutral
49943,7488,Canada,"No photography","National Parks",2018,8,August,5,Positive
49944,7489,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49948,7491,Australia,"No photography","National Parks",2018,11,November,3,Positive
49949,7492,"United Kingdom","No photography","National Parks",2018,11,November,5,Positive
49953,7493,Australia,"No photography","National Parks",2018,9,September,4,Positive
49955,7494,Portugal,"No photography","National Parks",2018,9,September,3,Positive
49956,7495,"United Kingdom","No photography","National Parks",2018,1,January,5,Positive
49960,7496,India,"No photography","National Parks",2017,10,October,5,Positive
49962,7497,Singapore,"No photography","National Parks",2018,8,August,5,Positive
49964,7499,"United Kingdom","No photography","National Parks",2017,9,September,5,Positive
49965,7500,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49966,7501,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
49967,7502,"New Zealand","No photography","National Parks",2018,7,July,5,Positive
49969,7503,China,"No photography","National Parks",2018,10,October,4,Positive
49971,7504,"United Kingdom","No photography","National Parks",2018,10,October,4,Positive
49973,7505,Philippines,"No photography","National Parks",2018,8,August,5,Positive
49974,7506,Australia,"No photography","National Parks",2018,9,September,4,Positive
49975,7507,Australia,"No photography","National Parks",2018,9,September,5,Positive
49978,7508,"United Kingdom","No photography","National Parks",2018,9,September,5,Positive
49979,7509,Australia,"No photography","National Parks",2018,9,September,5,Positive
49983,7511,"United Kingdom","No photography","National Parks",2018,9,September,4,Positive
49985,7512,Australia,"No photography","National Parks",2018,9,September,4,Positive
49987,7513,"United Kingdom","No photography","National Parks",2019,3,March,5,Positive
49990,7514,Australia,"No photography","National Parks",2019,2,February,5,Positive
49992,7515,Denmark,"No photography","National Parks",2019,2,February,4,Positive
49999,7517,Germany,"No photography","National Parks",2019,1,January,1,Positive
50478,7517,Germany,"No photography","Nature & Wildlife Areas",2019,2,February,5,Positive
50001,7518,"United Kingdom","No photography","National Parks",2019,2,February,3,Positive
50002,7519,"United Kingdom","No photography","National Parks",2019,2,February,5,Negative
50003,7520,"United Kingdom","No photography","National Parks",2019,1,January,1,Negative
50006,7521,Serbia,"No photography","National Parks",2018,12,December,4,Positive
50007,7522,"United Kingdom","No photography","National Parks",2019,1,January,1,Negative
50012,7523,Australia,"No photography","National Parks",2018,12,December,2,Positive
50014,7524,"United Kingdom","No photography","National Parks",2019,1,January,1,Negative
50015,7525,Australia,"No photography","National Parks",2018,12,December,5,Positive
50016,7526,Malaysia,"No photography","National Parks",2018,12,December,5,Positive
50017,7527,"South Africa","No photography","National Parks",2018,12,December,2,Negative
50019,7528,"United Kingdom","No photography","National Parks",2018,7,July,5,Positive
50020,7529,Singapore,"No photography","National Parks",2018,7,July,5,Positive
50022,7530,France,"No photography","National Parks",2018,7,July,5,Positive
50023,7531,France,"No photography","National Parks",2018,7,July,4,Positive
50024,7532,Sweden,"No photography","National Parks",2018,6,June,5,Positive
50025,7533,Australia,"No photography","National Parks",2018,4,April,5,Positive
50028,7534,Germany,"No photography","National Parks",2018,6,June,5,Negative
50029,7535,Ireland,"No photography","National Parks",2018,6,June,5,Positive
50030,7536,Australia,"No photography","National Parks",2018,6,June,5,Positive
50031,7537,"United Arab Emirates","No photography","National Parks",2018,6,June,3,Positive
50032,7538,Lithuania,"No photography","National Parks",2018,6,June,5,Positive
50033,7539,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
50038,7542,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
50039,7543,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
50041,7544,"United Kingdom","No photography","National Parks",2018,3,March,5,Neutral
50042,7545,Australia,"No photography","National Parks",2018,3,March,4,Positive
50045,7546,"United Kingdom","No photography","National Parks",2018,4,April,5,Positive
50046,7547,"United Kingdom","No photography","National Parks",2018,3,March,5,Positive
50047,7548,"United States","No photography","National Parks",2018,2,February,5,Positive
50048,7549,Singapore,"No photography","National Parks",2018,6,June,5,Positive
50049,7550,Australia,"No photography","National Parks",2018,6,June,5,Positive
50051,7551,"United Arab Emirates","No photography","National Parks",2018,6,June,5,Positive
50052,7552,"United Kingdom","No photography","National Parks",2018,6,June,4,Positive
50054,7553,"United Kingdom","No photography","National Parks",2018,6,June,5,Positive
50057,7555,"United Kingdom","No photography","National Parks",2017,7,July,4,Positive
50062,7557,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
50064,7558,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
50068,7559,Australia,"No photography","National Parks",2018,8,August,5,Positive
50069,7560,India,"No photography","National Parks",2018,7,July,5,Positive
50070,7561,"United Kingdom","No photography","National Parks",2018,8,August,5,Positive
50073,7562,Netherlands,"No photography","National Parks",2018,7,July,5,Positive
50075,7563,Canada,"No photography","National Parks",2018,7,July,2,Positive
50076,7564,Canada,"No photography","National Parks",2018,7,July,5,Positive
50078,7565,Portugal,"No photography","National Parks",2017,10,October,5,Positive
50079,7566,"United Kingdom","No photography","National Parks",2018,7,July,5,Positive
50080,7567,"United Kingdom","No photography","National Parks",2018,7,July,4,Positive
53965,7568,"United Arab Emirates","No photography","Religious Sites",2022,2,February,5,Positive
50082,7568,"United Arab Emirates","No photography","National Parks",2022,7,July,5,Positive
55668,7568,"United Arab Emirates","No photography","Religious Sites",2022,5,May,5,Positive
50084,7569,India,"No photography","National Parks",2019,8,August,5,Positive
50089,7571,Netherlands,"No photography","National Parks",2019,8,August,2,Negative
50091,7572,Kazakhstan,"No photography","National Parks",2019,8,August,5,Positive
50092,7573,"United Kingdom","No photography","National Parks",2018,10,October,5,Positive
50096,7574,Canada,"No photography","National Parks",2018,9,September,5,Positive
50098,7575,"United Kingdom","No photography","National Parks",2018,9,September,4,Neutral
50099,7576,"United States","No photography","National Parks",2018,9,September,5,Positive
50100,7577,"United Kingdom","No photography","National Parks",2018,8,August,4,Positive
50101,7578,Norway,"No photography","National Parks",2018,9,September,3,Positive
