InputID,Traveller_ID,Photography,Travel_Year,Travel_month,month,rating
51626,8583,"No photography",2014,10,October,5
51627,8584,"No photography",2015,8,August,5
51628,8585,"No photography",2015,8,August,5
51629,8586,"No photography",2015,8,August,5
51630,8587,"No photography",2015,8,August,5
51631,828,"No photography",2015,5,May,5
51632,8588,"No photography",2014,10,October,5
51633,6190,"No photography",2015,2,February,5
51634,2154,"No photography",2012,3,March,5
51635,8589,"No photography",2011,12,December,5
51636,8590,"No photography",2012,4,April,4
51637,8591,"No photography",2012,3,March,1
51638,8592,"No photography",2012,2,February,5
51639,8593,"No photography",2012,2,February,4
51640,8594,"No photography",2014,10,October,3
51641,8595,"No photography",2014,10,October,5
51642,8596,"No photography",2014,8,August,5
51643,8597,"No photography",2014,8,August,5
51644,8598,"No photography",2014,3,March,5
51645,8599,"No photography",2014,8,August,4
51646,8600,"No photography",2014,7,July,4
51647,5785,"No photography",2014,8,August,3
51648,8601,"No photography",2014,6,June,1
51649,8602,"No photography",2014,6,June,5
51650,8603,"No photography",2014,2,February,3
51651,62,"No photography",2014,2,February,5
51652,8604,"No photography",2013,10,October,5
51653,8605,"No photography",2014,2,February,4
51654,8606,photography,2014,2,February,4
51655,6721,"No photography",2014,1,January,4
51656,8607,"No photography",2013,12,December,4
51657,8608,"No photography",2013,12,December,3
51658,3736,"No photography",2013,12,December,5
51659,6730,"No photography",2013,10,October,3
51660,6260,"No photography",2013,10,October,4
51661,8609,"No photography",2013,10,October,4
51662,8610,"No photography",2013,8,August,5
51663,981,"No photography",2013,7,July,4
51664,8611,"No photography",2013,7,July,5
51665,8612,"No photography",2013,7,July,5
51666,8613,"No photography",2013,7,July,3
51667,8614,"No photography",2023,4,April,4
51668,8615,"No photography",2023,2,February,5
51669,2347,"No photography",2023,3,March,4
51670,8616,"No photography",2023,1,January,5
51671,8034,"No photography",2022,3,March,5
51672,4804,"No photography",2020,2,February,5
51673,8617,"No photography",2020,2,February,4
51674,1240,"No photography",2020,3,March,5
51675,8618,"No photography",2020,2,February,5
51676,7199,"No photography",2020,1,January,2
51677,8619,"No photography",2020,2,February,1
51678,5918,"No photography",2019,11,November,5
51679,8620,"No photography",2020,1,January,5
51680,1520,"No photography",2020,1,January,4
51681,8621,"No photography",2020,1,January,5
51682,8622,photography,2020,1,January,5
51683,8623,"No photography",2020,1,January,4
51684,2232,"No photography",2020,1,January,4
51685,8624,"No photography",2019,1,January,4
51686,7284,"No photography",2019,12,December,5
51687,8625,"No photography",2019,11,November,4
51688,8626,"No photography",2019,10,October,4
51689,1075,"No photography",2019,8,August,5
51690,2349,"No photography",2019,8,August,5
51691,7570,photography,2019,8,August,5
51692,8627,"No photography",2019,8,August,4
51693,3182,photography,2019,7,July,5
51694,3181,"No photography",2019,7,July,4
51695,8628,"No photography",2019,7,July,5
51696,8629,photography,2018,10,October,5
51697,8630,"No photography",2019,5,May,5
51698,3200,"No photography",2019,3,March,5
51699,6036,photography,2019,4,April,4
51700,2375,"No photography",2019,3,March,5
51701,6423,"No photography",2019,4,April,5
51702,8631,"No photography",2019,4,April,2
51703,4856,"No photography",2019,2,February,5
51704,8632,"No photography",2019,4,April,4
51705,7085,photography,2019,4,April,5
51706,8633,"No photography",2019,3,March,5
51707,1223,"No photography",2019,3,March,5
